"rm_subgroup","category","covariate","n_obs","beta","se","t_stat","p_classical","p_cor_test","p_waldtest_hc0","p_waldtest_hc3","p_perk","p_perm_reg","classical_sig","cor_test_sig","hc0_sig","hc3_sig","perk_sig","perm_reg_sig","all_agree","covariate_clean"
"RM, 80-82 Cohort (Baseline)","Local_Labor_Market","Manufacturing.Employment.Share",709,0.392820891654148,0.0345856816258113,11.3579051557852,1.40949045012008e-27,1.40949045012037e-27,4.45235891740178e-23,9.04202776137475e-23,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Manufacturing Employment Share"
"RM, 80-82 Cohort (Baseline)","Local_Labor_Market","Growth.in.Chinese.Imports.1990.2000",693,0.170527099588421,0.0374845941978754,4.54925825495761,6.35839760335993e-06,6.35839760336015e-06,0.0119780364758235,0.0486103830746145,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Growth in Chinese Imports"
"RM, 80-82 Cohort (Baseline)","Local_Labor_Market","Teenage.Labor.Force.Participation.Rate",709,-0.515982230945512,0.0322157318205026,-16.0164677872422,1.72428721126246e-49,1.72428721126298e-49,1.79641482550134e-43,3.88454369311705e-43,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Teen Labor Force Participation"
"RM, 80-82 Cohort (Baseline)","Migration","Migration.Inflow.Rate",707,-0.0843988690519989,0.0375278020986908,-2.24896914639569,0.0248223916010907,0.0248223916010907,0.0135532400062803,0.0142676200134861,0.018,0.0421957804219578,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Migration Inflow Rate"
"RM, 80-82 Cohort (Baseline)","Migration","Migration.Outlflow.Rate",707,-0.149970972474855,0.0372362346866358,-4.02755471214925,6.24770004415147e-05,6.24770004415142e-05,2.24306257538457e-05,2.62555518163235e-05,0,0.0003999600039996,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Migration Outflow Rate"
"RM, 80-82 Cohort (Baseline)","Migration","Frac..Foreign.Born",709,-0.247250730064485,0.0364411730024087,-6.78492786300106,2.45779367499531e-11,2.45779367499519e-11,2.96762385987204e-16,9.6081381516759e-16,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Foreign Born"
"RM, Females","Race","Frac..Black",667,0.616782018457301,0.0305237474839306,20.2066282582769,3.72862648361733e-71,3.7286264836168e-71,1.94323454497091e-88,5.38462524011072e-87,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Black Residents"
"RM, Females","Segregation","Racial.Segregation",667,0.340013484079822,0.0364679451508399,9.32362606868709,1.63391950865056e-19,1.63391950865069e-19,9.70070386275826e-19,1.83161209809488e-18,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Racial Segregation"
"RM, Females","Segregation","Income.Segregation",667,0.149866932091075,0.038340381010607,3.90885348921321,0.000102238121201918,0.000102238121201921,5.58138832247446e-05,6.07772877017206e-05,0,0.0001999800019998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Income Segregation"
"RM, Females","Segregation","Segregation.of.Poverty...p25.",667,0.186748768410754,0.0380961367507774,4.90203953310156,1.19309544379566e-06,1.19309544379566e-06,5.40952778522993e-07,6.10993094463262e-07,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Segregation of Poverty (<p25)"
"RM, Females","Segregation","Segregation.of.Affluence...p75.",667,0.111908730293929,0.0385347501815555,2.90409902144621,0.00380529271497471,0.00380529271497473,0.0025841719943098,0.00272048525042484,0.005,0.0048995100489951,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Segregation of Affluence (>p75)"
"RM, Females","Segregation","Frac..with.Commute...15.Mins",667,-0.4465275079135,0.0346976886984909,-12.8690850792295,5.32110366146827e-34,5.32110366146835e-34,2.19829875576894e-28,4.34730849506331e-28,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Share with Commute < 15 Mins"
"RM, Females","Income_Distribution","Household.Income.per.capita",667,-0.177401506274182,0.0381632564611141,-4.64848974444681,4.03348152023896e-06,4.03348152023893e-06,5.06010053962524e-06,6.00901063801237e-06,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Household Income per Capita"
"RM, Females","Income_Distribution","Gini",667,0.392165864478316,0.0356719795837787,10.9936669916869,6.01418310094114e-26,6.01418310094075e-26,4.96526561691338e-15,1.40042717280634e-14,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Gini Coefficient"
"RM, Females","Income_Distribution","Top.1..Income.Share",667,0.0510484315692157,0.0387277767006049,1.318134835466,0.187912362872952,0.187912362872952,0.452442639713446,0.528692659270976,0.407,0.0237976202379762,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Top 1% Income Share"
"RM, Females","Income_Distribution","Gini.Bottom.99.",667,0.498038430540468,0.0336268269583289,14.8107471203765,4.22147622886765e-43,4.22147622886698e-43,6.73364285006772e-41,1.65313319771356e-40,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Gini Bottom 99%"
"RM, Females","Income_Distribution","Frac..Between.p25.and.p75",667,-0.476958102298159,0.0340832895940531,-13.9938987104513,3.45143481134887e-39,3.45143481134827e-39,5.31155363032139e-30,1.44427114970885e-29,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Middle Class"
"RM, Females","K12_Education","School.Expenditure.per.Student",664,-0.306152045891117,0.0369998555724438,-8.27441191741107,7.10745106971271e-16,7.1074510697124e-16,1.13473761440891e-14,1.76692810004679e-14,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"School Expenditure per Student"
"RM, Females","K12_Education","Teacher.Student.Ratio",639,-0.0122472044666472,0.0396184709864101,-0.309128650392597,0.757324747898183,0.757324747898181,0.784271268760789,0.786219303082342,0.791,0.722627737226277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Teacher-Student Ratio"
"RM, Females","K12_Education","Test.Score.Percentile..Income.Adjusted",663,-0.29262361990007,0.0371929469888234,-7.86771803772377,1.47796681749376e-14,1.47796681749364e-14,1.98048061386619e-08,2.97359273406219e-08,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Test Score Percentile"
"RM, Females","K12_Education","High.School.Dropout.Rate..Income.Adjusted.",555,0.356071085475108,0.0397372332606665,8.96064109796899,4.93626037907409e-18,4.93626037907355e-18,2.79259437385392e-15,5.1629523367937e-15,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"HS Dropout Rate"
"RM, Females","Social_Capital","Social.Capital.Index",656,-0.32696103679929,0.0369539030231855,-8.84780794586567,8.27738835225598e-18,8.27738835225634e-18,1.10349981255519e-14,1.92632140635874e-14,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Social Capital Index"
"RM, Females","Social_Capital","Fraction.Religious",667,-0.0963951684721689,0.0385977515316772,-2.49742963377173,0.0127503398020222,0.0127503398020223,0.0342909379145892,0.0354865011049632,0.037,0.0041995800419958,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Religious"
"RM, Females","Social_Capital","Violent.Crime.Rate",640,0.260195631683987,0.0382267249089048,6.80664201037465,2.3076527325128e-11,2.30765273251266e-11,7.47295698281734e-08,1.03586889542302e-07,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Violent Crime Rate"
"RM, Females","Family_Structure","Fraction.of.Children.with.Single.Mothers",667,0.626578284498478,0.0302222258848682,20.7323671951044,4.98509571425896e-74,4.98509571425527e-74,4.07961782852616e-69,5.12626778166479e-68,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Single Mothers"
"RM, Females","Family_Structure","Fraction.of.Adults.Divorced",667,0.143200429419483,0.0383786758816296,3.73124987066132,0.000206812378924045,0.000206812378924048,0.00118809578739049,0.00127627399681285,0,0.0001999800019998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Divorced"
"RM, Females","Family_Structure","Fraction.of.Adults.Married",667,-0.364492145114136,0.0361106377626345,-10.0937609440754,2.18828810458642e-22,2.18828810458672e-22,9.35760604481604e-18,1.91585315218465e-17,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Married"
"RM, Females","Tax","Local.Tax.Rate",667,-0.322291701069642,0.0367091404368378,-8.77960358740029,1.37949546001693e-17,1.37949546001697e-17,3.04471284625227e-14,1.69270733592335e-13,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Local Tax Rate"
"RM, Females","Tax","Local.Government.Expenditures.Per.Capita",667,-0.352854979813228,0.0362840374443731,-9.72479924137959,5.4623694248837e-21,5.46236942488446e-21,1.6029038715246e-13,1.13937226787058e-10,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Local Gov Expenditures"
"RM, Females","Tax","State.EITC.Exposure",667,-0.16717088033425,0.0382326455154512,-4.3724643712319,1.42554106003377e-05,1.42554106003347e-05,9.50129270437679e-09,1.79797876006098e-08,0,0.0021997800219978,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"State EITC Exposure"
"RM, Females","Tax","State.Income.Tax.Progressivity",667,-0.160852520005633,0.0382733827847268,-4.20272545310059,2.99761934579429e-05,2.99761934579429e-05,2.45747808056281e-05,2.91402713353257e-05,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"State Income Tax Progressivity"
"RM, Females","College","Number.of.Colleges.per.Capita",575,-0.118822201581698,0.0414796420642566,-2.86459081294938,0.00432854462208083,0.00432854462208077,0.0371004762826121,0.0438796556150401,0.053,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Colleges per Capita"
"RM, Females","College","College.Tuition",572,0.0752087114448369,0.0417667636210103,1.80068324487091,0.0722813123295952,0.0722813123295956,0.0548496136281937,0.0577499146919122,0.048,0.0892910708929107,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Mean College Tuition"
"RM, Females","College","College.Graduation.Rate..Income.Adjusted.",573,-0.0182864363194241,0.0418416999753166,-0.437038560340803,0.66224861349168,0.662248613491679,0.654186241458444,0.656487849421249,0.641,0.664633536646335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"College Grad Rate"
"RM, Females","Local_Labor_Market","Labor.Force.Participation.Rate",667,-0.261330215486603,0.0374307685440077,-6.98169515753743,7.07975459964416e-12,7.07975459964359e-12,6.77972570378652e-10,9.55624949077168e-10,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Labor Force Participation"
"RM, Females","Local_Labor_Market","Manufacturing.Employment.Share",667,0.377707674700119,0.035905827379528,10.5193976094107,4.81130287966177e-24,4.81130287966246e-24,2.14187244321093e-21,4.24718084650731e-21,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Manufacturing Employment Share"
"RM, Females","Local_Labor_Market","Growth.in.Chinese.Imports.1990.2000",656,0.177577435031356,0.0384816222583267,4.61460366299738,4.74078105219789e-06,4.74078105219798e-06,0.000892619840186291,0.00677793425073684,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Growth in Chinese Imports"
"RM, Females","Local_Labor_Market","Teenage.Labor.Force.Participation.Rate",667,-0.531334765993361,0.0328515312799687,-16.1738203758357,7.26174212853798e-50,7.26174212853569e-50,3.59526662935104e-43,8.16815296001661e-43,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Teen Labor Force Participation"
"RM, Females","Migration","Migration.Inflow.Rate",667,-0.109460086977517,0.038545325128496,-2.83977594202714,0.00465247918678665,0.00465247918678666,0.00225886410797928,0.00241588577915407,0.006,0.0103989601039896,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Migration Inflow Rate"
"RM, Females","Migration","Migration.Outlflow.Rate",667,-0.153358052324223,0.0383196156562287,-4.00207699628364,6.98499285385525e-05,6.98499285385533e-05,5.91028975627395e-05,6.92777129174108e-05,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Migration Outflow Rate"
"RM, Females","Migration","Frac..Foreign.Born",667,-0.233076291945036,0.0377103213196973,-6.18070288951086,1.1128640238406e-09,1.11286402384059e-09,4.25064955880515e-13,1.43494469231107e-12,0,0.0001999800019998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Foreign Born"
"RM, Males","Race","Frac..Black",667,0.615911600672968,0.0305501658230234,20.1606630956091,6.63760021989663e-71,6.63760021989625e-71,9.85842318390215e-83,3.05683162401236e-81,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Black Residents"
"RM, Males","Segregation","Racial.Segregation",667,0.3887894380385,0.0357275145727832,10.8820734576,1.70659785747934e-25,1.70659785747941e-25,6.51031947002284e-27,1.64624529982011e-26,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Racial Segregation"
"RM, Males","Segregation","Income.Segregation",667,0.143122301444954,0.0383791141279573,3.72917157409573,0.000208489931216715,0.000208489931216721,9.78114454088389e-05,0.000106543756203554,0,0.0006999300069993,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Income Segregation"
"RM, Males","Segregation","Segregation.of.Poverty...p25.",667,0.186836102205018,0.038095492814784,4.90441489006045,1.17924781000422e-06,1.17924781000422e-06,2.96477061290279e-07,3.40034745218231e-07,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Segregation of Poverty (<p25)"
"RM, Males","Segregation","Segregation.of.Affluence...p75.",667,0.100954887090136,0.038580218367476,2.61675260955089,0.00907876989095188,0.00907876989095189,0.00624335672922354,0.00653429976604114,0.007,0.012998700129987,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Segregation of Affluence (>p75)"
"RM, Males","Segregation","Frac..with.Commute...15.Mins",667,-0.430911391553735,0.0349933478668613,-12.3140944728472,1.55495740796094e-31,1.55495740796121e-31,2.12212461795328e-25,4.30259340314755e-25,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Share with Commute < 15 Mins"
"RM, Males","Income_Distribution","Household.Income.per.capita",667,-0.0796373584580836,0.0386551729098247,-2.06019925570797,0.0397680120489479,0.0397680120489478,0.0665923204336016,0.0688446724523843,0.065,0.01999800019998,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Household Income per Capita"
"RM, Males","Income_Distribution","Gini",667,0.312716180362762,0.0368334718351061,8.49000012170209,1.34575568750246e-16,1.34575568750244e-16,5.42330902904856e-10,1.10875431555559e-09,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Gini Coefficient"
"RM, Males","Income_Distribution","Top.1..Income.Share",667,0.000401827722925269,0.0387783335857918,0.0103621709797374,0.99173543949841,0.99173543949841,0.994760202095465,0.995505864537724,0.994,0.985601439856014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Top 1% Income Share"
"RM, Males","Income_Distribution","Gini.Bottom.99.",667,0.429914658100727,0.0350117786141968,12.2791436230093,2.21197586444089e-31,2.21197586444073e-31,7.08243590740645e-27,1.36829982348907e-26,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Gini Bottom 99%"
"RM, Males","Income_Distribution","Frac..Between.p25.and.p75",667,-0.409205127020985,0.0353829992739969,-11.5650209257899,2.58155037495022e-28,2.58155037495011e-28,1.90102300756244e-17,3.8913759899103e-17,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Middle Class"
"RM, Males","K12_Education","School.Expenditure.per.Student",664,-0.235528043668278,0.0377727051153449,-6.23540312903341,8.02956709609658e-10,8.02956709609683e-10,4.05841508742468e-10,5.95071549978617e-10,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"School Expenditure per Student"
"RM, Males","K12_Education","Teacher.Student.Ratio",639,-0.00558031463902155,0.0396208256786065,-0.140842966885334,0.888038524562591,0.88803852456259,0.894120299883399,0.894921951977927,0.901,0.885011498850115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Teacher-Student Ratio"
"RM, Males","K12_Education","Test.Score.Percentile..Income.Adjusted",663,-0.296210774633446,0.0371499634407301,-7.97337997669978,6.80126671717129e-15,6.80126671717107e-15,3.99006861263714e-09,6.08244461921794e-09,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Test Score Percentile"
"RM, Males","K12_Education","High.School.Dropout.Rate..Income.Adjusted.",556,0.318347142455104,0.0402755647200764,7.90422541974725,1.46450267189909e-14,1.46450267189911e-14,1.7348794286918e-14,2.81825890012724e-14,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"HS Dropout Rate"
"RM, Males","Social_Capital","Social.Capital.Index",656,-0.248893840959816,0.0378725501510303,-6.57187963227357,1.01541878963393e-10,1.01541878963388e-10,1.17189596720245e-09,1.60554950363954e-09,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Social Capital Index"
"RM, Males","Social_Capital","Fraction.Religious",667,-0.110187591834585,0.038542207985526,-2.858881148583,0.00438452109315267,0.00438452109315268,0.00552739496378736,0.00578401465369401,0.003,0.003999600039996,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Religious"
"RM, Males","Social_Capital","Violent.Crime.Rate",640,0.2596910194391,0.038232102875956,6.79248589285468,2.52904583419906e-11,2.52904583419908e-11,4.67161673058999e-09,7.09479662619841e-09,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Violent Crime Rate"
"RM, Males","Family_Structure","Fraction.of.Children.with.Single.Mothers",667,0.610761229452091,0.030705261986856,19.8910932501908,1.94142593434693e-69,1.9414259343476e-69,1.54837561012012e-82,1.51319934484709e-81,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Single Mothers"
"RM, Males","Family_Structure","Fraction.of.Adults.Divorced",667,0.157178486831975,0.0382963302051747,4.10427020003959,4.5600917598942e-05,4.56009175989405e-05,9.1054298097519e-05,0.000101002146392159,0,0.0001999800019998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Divorced"
"RM, Males","Family_Structure","Fraction.of.Adults.Married",667,-0.374672173229626,0.0359536201364114,-10.4209860316732,1.17451296296776e-23,1.17451296296778e-23,2.15462022835788e-19,3.99713404123005e-19,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Married"
"RM, Males","Tax","Local.Tax.Rate",667,-0.333666134917341,0.0365560011306028,-9.12753377277945,8.27415755908301e-19,8.27415755908307e-19,3.96282646530073e-21,9.9551862978337e-21,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Local Tax Rate"
"RM, Males","Tax","Local.Government.Expenditures.Per.Capita",667,-0.270643669120237,0.0373311135199488,-7.24981506312722,1.16268563902667e-12,1.16268563902668e-12,8.16923565568979e-08,7.2773399250501e-07,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Local Gov Expenditures"
"RM, Males","Tax","State.EITC.Exposure",667,-0.13222958214138,0.0384378286729726,-3.44008979451945,0.000617872001402149,0.0006178720014021,3.72846288609272e-06,5.40258309848582e-06,0,0.0144985501449855,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"State EITC Exposure"
"RM, Males","Tax","State.Income.Tax.Progressivity",667,-0.121717559060883,0.0384900111212596,-3.16231550771501,0.00163639699833705,0.00163639699833712,0.000487203736247007,0.000550595224572339,0.001,0.0053994600539946,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"State Income Tax Progressivity"
"RM, Males","College","Number.of.Colleges.per.Capita",575,-0.0918345185459179,0.0415990674231671,-2.2076100315358,0.0276669204678109,0.0276669204678109,0.0707382995775801,0.0777551717536485,0.071,0.0092990700929907,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Colleges per Capita"
"RM, Males","College","College.Tuition",571,0.118274624666565,0.0416279257939315,2.84123271603908,0.00465494853772997,0.00465494853772995,0.00379608971177528,0.00426332692236052,0,0.0058994100589941,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Mean College Tuition"
"RM, Males","College","College.Graduation.Rate..Income.Adjusted.",573,-0.0168368286014526,0.0418427655022142,-0.40238326504881,0.687552571921505,0.687552571921504,0.682348195764655,0.684553138772646,0.69,0.696530346965303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"College Grad Rate"
"RM, Males","Local_Labor_Market","Labor.Force.Participation.Rate",667,-0.211600231817481,0.0379002517875023,-5.5830824819812,3.44439756739356e-08,3.44439756739342e-08,1.19264706109133e-06,1.46273419772157e-06,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Labor Force Participation"
"RM, Males","Local_Labor_Market","Manufacturing.Employment.Share",667,0.366135273011409,0.0360856325283723,10.1462894608688,1.3744746956183e-22,1.37447469561825e-22,5.65084408369448e-18,1.04908627701271e-17,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Manufacturing Employment Share"
"RM, Males","Local_Labor_Market","Growth.in.Chinese.Imports.1990.2000",656,0.121781086467522,0.0388120494030739,3.13771337356581,0.00177921897562514,0.00177921897562515,0.0956739782997469,0.196922543359844,0.002,9.99900009999e-05,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"Growth in Chinese Imports"
"RM, Males","Local_Labor_Market","Teenage.Labor.Force.Participation.Rate",667,-0.447004959806639,0.0346884428741762,-12.8862791976002,4.45221979266104e-34,4.45221979266155e-34,5.51328556711818e-30,9.71979397627839e-30,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Teen Labor Force Participation"
"RM, Males","Migration","Migration.Inflow.Rate",667,-0.128198783340212,0.0384583569718934,-3.33344410511099,0.000905355024498331,0.000905355024498337,0.000131593487449668,0.000149714220824808,0,0.0047995200479952,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Migration Inflow Rate"
"RM, Males","Migration","Migration.Outlflow.Rate",667,-0.19619547474496,0.0380246721585646,-5.15968879170913,3.2692453935545e-07,3.26924539355454e-07,2.02928745248427e-07,2.66359507991781e-07,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Migration Outflow Rate"
"RM, Males","Migration","Frac..Foreign.Born",667,-0.297534797811845,0.0370221036210521,-8.03667994820953,4.21878827724023e-15,4.21878827724037e-15,2.66011140721385e-16,1.10107511135827e-15,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Foreign Born"
"RM, Single Parents","Race","Frac..Black",595,0.182403710192759,0.0403761589302742,4.51760927798389,7.54992186439334e-06,7.54992186439329e-06,5.21699723500185e-06,6.86513109447561e-06,0,0.0003999600039996,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fraction Black Residents"
"RM, Single Parents","Segregation","Racial.Segregation",595,0.201223547862271,0.040225106130546,5.00243671723881,7.46896733439834e-07,7.46896733439824e-07,4.496404000739e-06,5.61028586999277e-06,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Racial Segregation"
"RM, Single Parents","Segregation","Income.Segregation",595,-0.0148278742503837,0.0410605634652399,-0.361122035330478,0.718136837433457,0.718136837433457,0.709641365983246,0.711142294947319,0.707,0.727727227277272,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Income Segregation"
"RM, Single Parents","Segregation","Segregation.of.Poverty...p25.",595,0.00421125668250365,0.0410647139779764,0.102551711056899,0.918353438232707,0.918353438232707,0.914799500118589,0.915254110222509,0.919,0.922007799220078,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Segregation of Poverty (<p25)"
"RM, Single Parents","Segregation","Segregation.of.Affluence...p75.",595,-0.0330752491679125,0.0410426099460624,-0.805875874155653,0.42063745922846,0.42063745922846,0.406377913515281,0.408967745691288,0.408,0.432156784321568,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Segregation of Affluence (>p75)"
"RM, Single Parents","Segregation","Frac..with.Commute...15.Mins",595,-0.152211806677838,0.0405865836061126,-3.75029857538722,0.000193946191271531,0.000193946191271531,0.00182911434790547,0.00197729753539527,0.001,0.0001999800019998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Share with Commute < 15 Mins"
"RM, Single Parents","Income_Distribution","Household.Income.per.capita",595,-0.0712377976764208,0.0409607465649805,-1.73917234548956,0.0825233714044892,0.0825233714044891,0.104428031322567,0.107120502135799,0.113,0.0578942105789421,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Household Income per Capita"
"RM, Single Parents","Income_Distribution","Gini",595,0.0741018318573054,0.0409521770720428,1.80947234446037,0.0708838578847363,0.0708838578847357,0.0840636348423593,0.0874079061460815,0.078,0.0572942705729427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Gini Coefficient"
"RM, Single Parents","Income_Distribution","Top.1..Income.Share",595,-0.0390238248458003,0.041033798044377,-0.951016642514959,0.34198337009262,0.341983370092619,0.337167389898996,0.346049231085987,0.387,0.31996800319968,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Top 1% Income Share"
"RM, Single Parents","Income_Distribution","Gini.Bottom.99.",595,0.131237580580543,0.0407099040251784,3.22372611095755,0.0013348331556956,0.0013348331556956,0.00210002506630474,0.00223459772344063,0.002,0.0012998700129987,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Gini Bottom 99%"
"RM, Single Parents","Income_Distribution","Frac..Between.p25.and.p75",595,-0.0644571723658285,0.0409796822303547,-1.57290561706902,0.116274033677779,0.11627403367778,0.166770368040845,0.170131712712964,0.161,0.0687931206879312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Fraction Middle Class"
"RM, Single Parents","K12_Education","School.Expenditure.per.Student",593,-0.180195324474167,0.0404611665473409,-4.45353754848697,1.01022255831114e-05,1.01022255831111e-05,0.000104125486763038,0.000145336823325927,0,9.99900009999e-05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"School Expenditure per Student"
