,cz,czname,state_id,n_ige_rank_8082,e_rank_b,s_rank,prob_p1_k5,e_rank_b_c1821,s_c1821,e_rank_b_teenbirth_fem,s_teenbirth_fem,e_rank_b_femfam,s_femfam,e_rank_b_malefam,s_malefam,e_rank_b_indv_r_m,s_indv_r_m,e_rank_b_coli4,s_coli4,e_rank_b_1112,s_1112,e_rank_b_singlepar,s_singlepar,e_rank_b_marriedpar,s_marriedpar,e_rank_b_8385,s_8385,e_rank_b_8085,s_8085,e_rank_b_w80,s_w80,e_rank_b_povertyline,s_povertyline,e_rank_b_cq,s_cq,n250,pop2000,intersects_msa,cs_race_bla,cs_race_theil_2000,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,frac_traveltime_lt15,hhinc00,gini,inc_share_1perc,gini99,frac_middleclass,taxrate,subcty_total_expenditure_pc,tax_st_diff_top20,eitc_exposure,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,num_inst_pc,tuition,gradrate_r,cs_labforce,cs_elf_ind_man,d_tradeusch_pw_1990,frac_worked1416,mig_inflow,mig_outflow,cs_born_foreign,scap_ski90pcm,rel_tot,crime_violent,cs_fam_wkidsinglemom,cs_divorced,cs_married,incgrowth0010,cons
644,34501,Bonners Ferry,ID,458.0,46.2025,0.2089,0.0991379,35.5185,0.61426,,,,,,,,,47.08575,0.20335,46.53275,0.15303,,,46.92025,0.19233,46.0165,0.26134,46.1335,0.23642,46.2025,0.2089,75.14725,0.36213,34.6225,0.133875,1.0,9871,0,0.0009118,0.0108569,0.0025489,0.0017387,-0.0001507,0.4383788,28982.87,0.38326,10.362,0.27964,0.56769,0.0155046,2032.405,0.4,0.0,4.6676009,19.458464,4.734242,0.031085,,,,0.5878175,0.1444099,0.4630423,0.0060088,0.0166143248,0.0180326208,0.0292505,-0.29499963,0.3581198,0.0009118,0.1561014,0.1095636,0.6161295,-0.01092,1.0
645,34502,Libby,MT,897.0,47.7105,0.18742,0.1302605,41.05025,0.62677,19.4455,-0.16666,49.1095,0.2063,46.29975,0.16179,52.158,0.1406,48.36475,0.18035,46.71225,0.20861,,,48.35375,0.17007,47.08225,0.27713,47.395,0.2314,47.7105,0.18742,76.98075,0.19027,36.98912,0.150015,1.0,18837,0,0.0010087,0.0035504,0.009347,0.0052279,0.0162756,0.5994865,26385.41,0.36922,9.077,0.27845,0.57971,0.0254041,1638.35,0.0,0.0,5.0773872,17.064927,5.058121,-0.0102884,,,,0.5349371,0.1273848,0.0328852,0.0044835,0.0141742316,0.0140680575,0.0141211,0.65953271,0.3821734,0.0010087,0.1811754,0.1164856,0.6188047,0.0204064,1.0
646,34503,Kalispell,MT,4902.0,44.6015,0.23994,0.1111111,42.12575,0.59511,18.40325,-0.22599,45.533,0.23468,43.73425,0.24489,48.697,0.22664,44.868,0.23544,44.38725,0.22761,41.406,0.24136,46.42125,0.20169,46.506,0.20096,45.61775,0.21867,45.54325,0.22093,75.2205,0.25862,38.63375,0.14044,1.0,111205,0,0.0013579,0.1728574,0.0242234,0.0214385,0.0282827,0.4503203,32003.25,0.43982,11.362,0.3262,0.55916,0.020824,1709.979,0.0,0.0,4.9847896,17.933386,5.978268,0.0083296,0.0179848,2096.45,-0.120535,0.6234509,0.1148716,0.6504772,0.0061845,0.021392923,0.0171844791,0.0198686,0.52724134,0.3950452,0.0013309,0.1907046,0.1181645,0.5915464,0.0065197,1.0
647,34504,Missoula,MT,5159.0,45.63475,0.21591,0.1056273,44.96,0.57412,17.04375,-0.20609,46.423,0.20816,44.87225,0.22337,49.0385,0.2095,46.17525,0.20305,45.49075,0.19843,43.11325,0.21065,47.202,0.18636,45.278,0.21456,45.45175,0.21515,45.60575,0.21647,77.071,0.18372,40.3985,0.12832000000000002,1.0,135756,1,0.0022688,0.0326902,0.0598658,0.0640509,0.057934,0.4674966,31286.06,0.41762,8.702001,0.3306,0.56406,0.0245874,1656.618,0.0,0.0,5.1451454,17.441395,8.572976,0.0037877,0.0073662,2250.0,0.0477651,0.6712329,0.0758351,0.5115328,0.0054885,0.0249639058,0.0237926869,0.0210859,1.1697124,0.313953,0.0022025,0.1963275,0.1083062,0.542618,0.0042946,1.0
648,34601,Gillette,WY,2583.0,55.507,0.21844,0.2641844,49.16825,0.49161,20.9895,-0.20822,55.86775,0.21067,55.14275,0.22643,59.74275,0.21495,56.29275,0.21643,55.51475,0.18843,52.97925,0.16093,57.06175,0.19495,56.8945,0.20758,56.248,0.2116,55.376,0.22036,82.652,0.17356,41.56937,0.11720499999999999,1.0,46229,0,0.0012546,0.0207833,0.0445994,0.0514427,0.0399596,0.5363045,34452.02,0.29542,8.507,0.21035,0.57182,0.0619123,4314.919,0.0,0.0,7.141513,14.535463,5.88294,0.0089056,,,,0.7241018,0.0330082,0.0227683,0.0068412,0.0178675723,0.0166129486,0.014403,-0.92643508,0.4821433,0.0016224,0.1518394,0.0981046,0.6257733,0.0197703,1.0
649,34602,Rawlins,WY,758.0,49.41725,0.25181,0.1924686,42.652,0.69556,26.5605,-0.35058,49.60025,0.19765,49.0945,0.3197,53.97675,0.32599,50.4845,0.23802,46.23025,0.30365,,,49.7675,0.23966,50.94275,0.27759,50.25225,0.26101,50.15875,0.16331,77.9645,0.26222,41.95512,0.134245,1.0,15639,0,0.0065861,0.066246,0.0025169,0.0017154,0.0025685,0.7224708,31828.03,0.26924,4.303,0.22621,0.64512,0.046421,3351.101,0.0,0.0,7.1819197,13.714432,-5.207753,0.0156518,,,,0.6257808,0.0661191,0.0234152,0.0069925,0.0184794424,0.0250015986,0.0287017,-0.64592831,0.4293753,0.0030053,0.1916798,0.1225771,0.6127264,0.0192427,1.0
650,34603,Casper,WY,3629.0,50.33625,0.29281,0.1667991,39.70175,0.76607,24.23875,-0.30817,48.4485,0.3367,52.33575,0.24599,57.62625,0.18697,51.29175,0.28867,48.8515,0.26322,49.1225,0.32222,51.7455,0.2623,53.5725,0.21474,52.00025,0.25221,50.309,0.29368,78.7035,0.25254,38.7945,0.17701,1.0,78585,1,0.006248,0.0253401,0.0568279,0.0525049,0.0562635,0.5284612,34839.75,0.43023,15.007,0.28016,0.57977,0.0207405,2999.53,0.0,0.0,6.4575023,17.021375,-0.2144212,0.058751,0.0127251,1248.0,-0.1473217,0.6829474,0.0550845,0.4480085,0.0063498,0.021963479,0.019227588,0.0180812,0.54232275,0.4349685,0.0014252,0.2211492,0.1319776,0.5708748,0.0131732,1.0
651,34604,Lusk,WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2407,0,0.0012464,0.0,0.0,0.0,0.0,0.7195358,30782.98,0.41841,,,,0.0358005,5706.283,0.0,0.0,7.6546185,12.465261,,,,,,0.6169439,0.021796,0.0335637,,,,0.007113,0.80826317,0.4923141,0.0016618,0.1555556,0.1064697,0.6051961,0.0081837,1.0
652,34701,Honolulu,HI,27530.0,44.83,0.23172,0.105216,50.3595,0.55918,17.806,-0.1794,46.3475,0.2437,43.262,0.22144,49.62725,0.22177,40.1165,0.22778,45.711,0.1976,44.34975,0.19851,45.12075,0.22983,44.904,0.20452,44.87325,0.21761,,,76.13475,0.19131,42.10719,0.153675,1.0,876156,1,0.022351,0.1402532,0.1066677,0.1006324,0.1049629,0.2351303,39403.99,0.39558,9.084,0.30474,0.51689,0.0153621,1316.213,1.05,0.0,6.5629113,18.361844,-14.79879,0.0180763,0.0148375,5087.85,-0.1050661,0.6473376,0.0378287,,0.0026257,0.0304317953,0.033947151,0.1920274,,0.3331975,0.0011469,0.1673771,0.0842963,0.5335173,0.0014865,1.0
653,34702,Kapaa,HI,2279.0,43.57775,0.25935,0.0990783,46.81175,0.63099,17.56775,-0.16681,46.6415,0.26054,40.679,0.25568,46.68725,0.26197,39.1565,0.2489,44.2035,0.21194,42.7445,0.26386,44.32725,0.24409,44.28675,0.23103,43.953,0.24404,,,74.3535,0.30502,40.6225,0.160845,1.0,58463,0,0.0027881,0.0644554,0.0128168,0.0109541,0.0141615,0.3702866,38209.55,0.35143,5.7,0.29443,0.595,0.0213821,1404.811,1.05,0.0,6.5629113,17.971216,,,0.0171048,1032.0,-0.2443313,0.631285,0.0244694,,0.0035148,0.0172587791,0.0061919505,0.1298639,,0.5231856,0.0020184,0.207429,0.0978486,0.5455893,-0.0078201,1.0
654,34703,Kahului,HI,4248.0,42.15075,0.23275,0.0847352,48.32975,0.52799,20.30425,-0.20227,44.03625,0.24233,40.3095,0.21922,46.435,0.23208,37.45,0.24232,43.2685,0.20106,41.07025,0.25769,43.3305,0.20782,41.9295,0.22486,42.0425,0.22826,,,72.4735,0.24822,39.73469,0.15054,1.0,128241,1,0.0037508,0.1194249,0.0295157,0.0244196,0.0312996,0.3842975,39555.89,0.39098,9.414001,0.29684,0.58898,0.0207837,1558.838,1.05,0.0,6.5629113,18.321554,,,0.0077978,1032.0,-0.2509052,0.6671527,0.0340463,,0.0040747,0.0238691214,0.0241810341,0.1651873,,0.4448265,0.0012179,0.1994709,0.1093809,0.5201709,-0.0026754,1.0
655,34801,Las Vegas,NM,1982.0,41.96175,0.26763,0.085676,60.37125,0.49997,24.60075,-0.27809,43.40625,0.31893,40.5955,0.23522,46.0995,0.20566,42.5935,0.27138,40.9705,0.21874,40.2645,0.2583,43.62975,0.22947,42.23775,0.25411,42.09775,0.26051,,,73.8555,0.29114,41.79794,0.13841,1.0,49495,0,0.0046671,0.0921637,0.0116967,0.0108385,0.0099928,0.5373051,26569.29,0.38139,7.039,0.311,0.46367,0.0174746,2459.145,0.0,0.0,5.3704452,17.108509,-13.80173,-0.0285483,0.0404081,1749.79,-0.1344042,0.5485247,0.0328842,0.023889,0.0056064,0.0098797858,0.0169916153,0.0234199,-1.2728198,0.7383776,0.0023639,0.2663498,0.123862,0.4915125,0.0046536,1.0
656,34802,Santa Fe,NM,8021.0,40.07475,0.26711,0.080303,45.191,0.62344,23.9645,-0.27458,41.885,0.26364,38.298,0.2712,44.07175,0.25247,40.16425,0.26265,39.67475,0.26399,38.21825,0.24225,42.02075,0.23759,41.05075,0.21087,40.5915,0.23786,49.55825,0.18649,69.82,0.25428,38.63813,0.15121,1.0,218804,1,0.004095,0.2006061,0.089222,0.0657323,0.1161297,0.3706132,38837.66,0.48981,11.007,0.37974,0.47376,0.013224,2090.462,0.0,0.0,5.5266987,17.373552,-16.69033,0.0119545,0.0319921,9992.25,-0.1824648,0.6531421,0.0348689,0.8277568,0.0056444,0.0204018208,0.0243368494,0.077574,0.31145925,0.5755653,0.0015905,0.2358845,0.1343835,0.5190938,0.009493,1.0
657,34803,Tucumcari,NM,489.0,43.63525,0.26373,0.0730337,43.46525,0.64801,,,,,,,,,44.8265,0.25226,42.09825,0.25229,,,46.01775,0.24391,42.76,0.3076,43.1965,0.28502,,,74.868,0.34036,37.75144,0.17574,1.0,10965,0,0.0073871,0.0797159,0.0127563,0.0180978,0.0131879,0.6886608,30331.55,0.44192,9.005,0.35187,0.4499,0.0143872,2243.438,0.0,0.0,6.5700406,15.693867,-11.25383,0.03873,0.0911993,780.0,-0.0536659,0.5315815,0.0156762,0.0402704,0.0049882,0.0073871409,0.0150478796,0.0340041,-0.95999414,0.8926585,0.0016416,0.2551506,0.1085926,0.5622759,-0.0120014,1.0
658,34804,Clayton,NM,,,,0.1223022,,,,,,,,,,,,,,,,,,,,,48.4915,0.36882,,,,,,,0.0,4174,0,0.0,0.0,0.0,0.0,0.0,0.6248541,30304.99,0.389,,,,0.0133571,2538.313,0.0,0.0,6.4000579,13.454093,,,,,,0.6124644,0.0227033,0.0392046,,0.0,0.0045519885,0.0215621,-0.01785875,0.4705319,0.0026354,0.1688312,0.099267,0.6026267,-0.0126436,1.0
659,34805,Alamosa,CO,2056.0,45.211,0.28628,0.0982615,53.85,0.49644,27.727,-0.35204,46.41875,0.30431,44.078,0.27252,48.52175,0.25251,46.2335,0.28226,43.839,0.2704,42.761,0.31628,47.08675,0.24031,45.81675,0.28111,45.492,0.28368,,,76.34175,0.29299,40.13243,0.12161,1.0,46190,0,0.0032258,0.1120375,0.0278227,0.0242574,0.0306436,0.5519236,27093.8,0.44361,9.743,0.34618,0.48638,0.0310845,2793.817,0.0,1.428571,5.9516598,15.853291,-4.937626,,0.0216497,1574.0,-0.0413605,0.6042015,0.0426069,0.1394231,0.005254,0.004741286,0.011257848,0.060856,0.51707757,0.6254168,0.0017536,0.2125354,0.1044646,0.5695868,-0.0029508,1.0
660,34901,Albuquerque,NM,27264.0,39.25025,0.31541,0.0660692,49.2595,0.59446,26.9395,-0.3271,40.70725,0.32529,37.7635,0.30642,43.347,0.28816,39.795,0.30548,39.56125,0.28541,38.12575,0.29055,40.43725,0.29729,40.28575,0.27171,39.79675,0.29231,42.79475,0.30335,69.49025,0.30041,38.859,0.14,1.0,755244,1,0.0215864,0.1765339,0.0959375,0.0819268,0.1111551,0.2734511,35590.62,0.46515,9.867,0.36648,0.5004,0.013712,2022.211,0.0,0.0,5.0906997,17.383725,-13.66197,0.0333644,0.0158889,2527.03,-0.1000574,0.6407031,0.08358,0.7987076,0.0047014,0.0303517804,0.0219928924,0.0760334,-0.76025629,0.5468524,0.0028322,0.2386933,0.1250595,0.5151975,-0.0041836,1.0
661,34902,Socorro,NM,750.0,41.2165,0.2765,0.0535714,47.85875,0.57571,29.51925,-0.28463,42.35975,0.27647,40.27475,0.26971,46.31175,0.25871,41.899,0.2946,39.7745,0.2697,,,43.499,0.2574,40.663,0.32592,40.93075,0.30115,,,72.5105,0.28122,37.12106,0.135955,1.0,21621,0,0.0046251,0.2044352,0.0183831,0.0173364,0.0151219,0.5646302,24360.4,0.42347,7.177,0.3517,0.45067,0.0101533,1629.653,0.0,0.0,5.4114347,16.3488,-15.37291,-0.0249315,0.0462513,1704.0,0.1591999,0.5626462,0.0563314,1.192936,0.0054458,0.0144766662,0.0213681143,0.0558095,-0.69401213,0.417742,0.0038389,0.247536,0.1230823,0.5133134,0.0028464,1.0
662,35001,Phoenix,AZ,99240.0,40.2865,0.2937,0.0752534,35.73925,0.71293,27.496,-0.31576,42.05375,0.30055,38.514,0.28756,43.932,0.27112,40.621,0.28656,42.1725,0.25374,38.942,0.26668,41.85,0.27008,41.8205,0.27214,41.121,0.28144,44.14325,0.24693,70.5635,0.2709,36.36856,0.165165,1.0,3303211,1,0.034316,0.2083484,0.1202165,0.0984702,0.1388943,0.2415508,40623.62,0.49002,16.807,0.32195,0.50157,0.0238422,3109.376,1.66,0.0,5.5463184,20.345788,-10.10688,,0.0130176,3653.4,-0.1288335,0.6355171,0.1152527,0.8315731,0.0045988,0.0447849078,0.0249502681,0.1391886,-1.4831435,0.3938746,0.0017241,0.2030202,0.109947,0.5503102,-0.0066073,1.0
663,35002,Safford,AZ,1801.0,44.6755,0.30918,0.1092044,28.584,0.57844,28.91825,-0.25463,44.07675,0.32667,45.32925,0.29065,51.893,0.29264,45.52,0.29396,45.025,0.24992,41.1595,0.16422,46.284,0.28784,44.005,0.3668,44.31675,0.33815,,,73.06275,0.31463,32.79119,0.08094501,1.0,42036,0,0.0151299,0.2871506,0.0358329,0.0382809,0.0236559,0.5298335,23578.6,0.28665,6.421999,0.22243,0.67463,0.0218515,2696.343,1.66,0.0,4.6059084,21.756932,-7.113125,,0.0237891,748.0,-0.1502502,0.5284834,0.0275729,0.0131782,0.0038646,0.0200780284,0.018222476,0.0287067,-1.3249828,0.7210248,0.0016652,0.1907456,0.0995319,0.5869609,-0.0005326,1.0
664,35100,Tucson,AZ,32250.0,39.88975,0.29027,0.0704908,41.43675,0.62787,25.36175,-0.29785,41.32,0.30328,38.46925,0.27809,44.10275,0.26483,40.2625,0.27782,40.342,0.25632,38.3975,0.28538,41.37275,0.26319,41.16975,0.25375,40.578,0.27044,45.9185,0.21982,71.18675,0.25655,37.8195,0.164285,1.0,999882,1,0.0291874,0.2200086,0.1124232,0.0965757,0.1270977,0.2913961,35571.27,0.47725,12.39,0.35335,0.51786,0.023764,2422.967,1.66,0.0,5.805558,19.450966,-10.13658,,0.0070008,777.235,0.0302691,0.5924009,0.0886984,0.6505732,0.0045998,0.0329928932,0.0251149636,0.1284615,-0.86740987,0.4520663,0.0018502,0.2387718,0.1169187,0.5336047,-0.0030295,1.0
665,35201,Grand Junction,CO,7240.0,47.06675,0.24695,0.1462214,38.46325,0.62469,21.59575,-0.19729,47.61975,0.24139,46.54725,0.25185,51.09025,0.21793,48.04925,0.23749,47.48475,0.20871,44.92025,0.23037,48.5265,0.2195,49.242,0.20912,48.2075,0.22638,47.2505,0.23954,76.45625,0.24765,37.15988,0.145765,1.0,187857,1,0.0036517,0.0396758,0.0496302,0.0399683,0.0597028,0.4653064,35421.22,0.42338,10.695,0.31643,0.58232,0.0271186,2421.188,0.0,1.428571,5.3569064,18.429161,1.925922,,0.0106464,1623.0,-0.0696202,0.6324133,0.0721613,0.4666444,0.0055776,0.0238638965,0.0161931682,0.0376227,0.15054295,0.3012398,0.0017513,0.1901819,0.1147053,0.595352,0.0081832,1.0
666,35202,Gunnison,CO,372.0,49.56725,0.12165,0.1130435,60.69775,0.45087,,,,,,,,,49.65925,0.11141,49.17625,0.14909,,,48.5825,0.1079,48.12175,0.25967,48.97775,0.19035,50.109,0.11232,81.547,0.0984,46.81462,0.13135,1.0,14746,0,0.0037298,0.0172447,0.0446191,0.0531571,0.0342026,0.6441314,32805.41,0.48586,12.096,0.3649,0.52688,0.0543061,3422.812,0.0,1.428571,7.4872229,14.363713,5.732325,,0.067815,1560.0,-0.0611571,0.7303796,0.0203523,0.0192344,0.0070192,0.0132917401,0.0193272752,0.0290157,1.798034,0.3807134,0.0008816,0.1660802,0.0795963,0.46244,0.0077579,1.0
667,35300,Farmington,NM,8304.0,41.70875,0.29367,0.0912106,41.09875,0.61071,22.09825,-0.18259,42.432,0.31552,40.99,0.27232,46.885,0.2446,42.53875,0.28595,41.07525,0.26741,39.86825,0.28677,43.35275,0.26267,41.902,0.28448,41.8105,0.28866,46.4595,0.19422,69.275,0.31472,36.71206,0.12331500000000001,1.0,168198,1,0.0034483,0.2981286,0.0473996,0.0432819,0.0465072,0.3879728,30450.45,0.43992,10.796,0.33196,0.53769,0.0282978,2774.948,0.0,0.0,5.0984772,17.318883,-8.531424,0.0050726,0.0118907,1248.46,-0.1348368,0.6309806,0.0394058,0.1275646,0.0050329,0.0459815218,0.0432644859,0.0253082,-0.99391182,0.4014495,0.0017123,0.2095792,0.1081486,0.5462922,0.0059316,1.0
668,35401,Flagstaff,AZ,10115.0,41.59775,0.25695,0.0813043,40.1995,0.60902,22.98175,-0.23489,42.83175,0.25767,40.419,0.25464,45.1725,0.25038,41.67475,0.25523,42.18375,0.22103,39.7055,0.2391,43.074,0.23032,42.27175,0.25571,41.95875,0.25559,43.42625,0.24149,71.17575,0.27111,37.28538,0.151675,1.0,289883,1,0.0060059,0.2873363,0.0365046,0.0334528,0.0380867,0.4609648,35102.3,0.44702,12.415,0.32287,0.5479,0.0267034,2138.184,1.66,0.0,5.513914,18.939154,-4.779525,,0.0137987,2482.28,0.0644266,0.5891469,0.0620083,0.2397714,0.0055706,0.0524487466,0.0351176164,0.0520089,-0.84970842,0.3103493,0.0019111,0.2106375,0.1161298,0.559016,0.0007621,1.0
669,35402,Cortez,CO,1649.0,45.98625,0.22289,0.1267806,40.2545,0.62094,21.113,-0.24716,45.9555,0.21278,46.008,0.2336,50.0845,0.23626,46.998,0.21528,45.0855,0.21762,41.37425,0.19705,48.619,0.16892,47.706,0.2258,46.87875,0.22271,49.5395,0.1457,76.3095,0.21226,34.93488,0.119715,1.0,40087,0,0.0012473,0.3826082,0.0287097,0.0489195,0.0183202,0.5018227,28798.54,0.35315,6.825,0.2849,0.61067,0.0381101,2972.559,0.0,1.428571,6.647666,16.685487,-7.301293,-0.0126125,,,,0.6015586,0.0411101,1.862201,0.0053427,0.0237732931,0.0259685185,0.0169591,-0.99688494,0.3516851,0.0006236,0.1944226,0.1059328,0.5770986,0.0139084,1.0
670,35500,Gallup,AZ,12998.0,34.088,0.3028,0.0410654,40.6305,0.57218,23.74575,-0.20049,35.9055,0.29754,32.23375,0.30703,37.621,0.30644,34.5745,0.29586,33.40875,0.27039,32.6595,0.22798,34.82725,0.30065,34.35975,0.31435,34.23825,0.30781,44.59475,0.24131,61.94725,0.37093,35.955,0.103765,1.0,241691,0,0.0051471,0.4763211,0.0626083,0.0689167,0.0556333,0.4675711,20837.03,0.4205,7.940001,0.3411,0.471,0.025109,2277.78,1.66,0.0,6.1867998,17.605443,-19.59809,0.0254005,0.0165501,1922.62,-0.1309147,0.5025365,0.0500125,0.1462243,0.0044626,0.0372500424,0.0413213566,0.0148232,-2.2044376,0.4245669,0.001957,0.268,0.0789676,0.4956617,-0.0028066,1.0
671,35600,Hilo,HI,5567.0,40.14925,0.25425,0.0682676,46.043,0.54224,19.905,-0.1776,41.01275,0.26867,39.30975,0.23767,45.25025,0.23477,36.78525,0.24633,40.35475,0.22667,40.036,0.25988,40.264,0.2514,41.8155,0.23162,41.05075,0.24075,,,69.72926,0.28013,39.85944,0.14971,1.0,148677,0,0.004049,0.0432821,0.0421039,0.0453814,0.0369848,0.3457209,35009.52,0.43869,10.432,0.33437,0.53404,0.020113,1422.226,1.05,0.0,6.5629113,18.203006,,,0.013452,1697.23,-0.0909221,0.6174693,0.0259315,,0.0035181,0.0294127538,0.0163845114,0.1022889,,0.3977011,0.0009147,0.2398665,0.1065592,0.5196588,0.0018558,1.0
672,35701,Twin Falls,ID,5283.0,45.4935,0.23234,0.086631,46.051,0.59716,24.4705,-0.2775,46.65725,0.24277,44.4325,0.22166,48.90575,0.21903,46.8275,0.22402,46.03,0.19188,42.16525,0.26737,47.656,0.18512,47.38675,0.20143,46.4705,0.21542,45.2875,0.23366,77.97875,0.19023,36.34143,0.104765,1.0,120807,0,0.0011837,0.0332267,0.035396,0.0187138,0.0491374,0.5047919,35364.21,0.4166,11.017,0.30643,0.60893,0.0180096,2186.71,0.4,0.0,5.4912054,18.552041,1.240836,0.0113738,0.0165553,2917.87,-0.2114173,0.666261,0.0982991,0.1881284,0.0060541,0.01794598,0.0182605313,0.0835795,0.17162849,0.4504209,0.0009685,0.1560071,0.1082012,0.59847,-0.0165215,1.0
673,35702,Burley,ID,2383.0,48.723,0.27004,0.1125,43.9625,0.65406,25.9905,-0.30794,49.1685,0.24658,48.2535,0.29262,53.47525,0.29221,50.47475,0.26575,47.5665,0.26394,44.939,0.37604,50.97875,0.21211,49.3725,0.2757,49.045,0.27196,56.141,0.08084,81.39875,0.22999,34.69131,0.03555499,1.0,41590,0,0.0012984,0.0406015,0.0213796,0.0225414,0.0193545,0.5356949,28356.68,0.35299,9.512,0.25787,0.6454,0.0125022,2118.633,0.4,0.0,4.0999247,19.60971,-4.157844,0.0031497,,,,0.6342797,0.1564126,0.4340227,0.0055057,0.0084395287,0.0194517913,0.0917883,-0.74494766,0.7371724,0.0010579,0.1334262,0.0828032,0.6468813,-0.0064606,1.0
674,35801,Boise City,ID,19052.0,42.66275,0.25879,0.0737458,34.9055,0.66362,23.4105,-0.27618,43.957,0.26688,41.39325,0.25073,45.7125,0.23658,43.98175,0.25083,43.9885,0.22442,41.1605,0.22734,43.66325,0.24373,43.35275,0.23943,43.0285,0.24846,43.15975,0.25199,74.8995,0.23374,34.71325,0.10747999999999999,1.0,493970,1,0.0062858,0.0848086,0.0724128,0.0614114,0.0833972,0.3422854,35641.88,0.41166,12.044,0.29122,0.56545,0.0158194,1584.391,0.4,0.0,5.0570119,19.50053,-0.7695163,0.0347916,0.0141709,3782.79,-0.0687847,0.6920973,0.1554509,2.279754,0.0047768,0.0381561633,0.0196206247,0.0579527,0.41523422,0.4205863,0.0011478,0.1668107,0.1148533,0.5966058,-0.0038566,1.0
675,35802,Ontario,OR,2571.0,44.18175,0.27043,0.0844156,46.4425,0.60914,21.332,-0.20484,45.16275,0.25195,43.131,0.291,47.7115,0.25922,45.28825,0.27049,43.13425,0.26697,40.55875,0.14203,45.58,0.24796,44.17775,0.30023,44.1985,0.28434,45.1805,0.27482,75.6375,0.26438,37.20981,0.078465,1.0,62170,0,0.0064018,0.0933199,0.0160347,0.008213,0.0211724,0.4898041,27631.44,0.38215,7.832,0.30383,0.56476,0.0207437,2173.65,0.0,1.190476,5.9909463,18.04557,-0.7638445,-0.0043587,0.0160849,1800.0,-0.2186948,0.5710353,0.1456951,0.3531313,0.0045191,0.0129483674,0.0162136078,0.0720042,-0.58274352,0.4519543,0.0013511,0.1787363,0.09439,0.6380895,-0.0036475,1.0
676,35803,McCall,ID,598.0,44.324,0.23484,0.1192308,49.56425,0.50893,15.791,-0.14208,47.82775,0.19243,40.95025,0.27813,46.596,0.26068,45.0725,0.22634,43.9675,0.21866,,,43.785,0.24596,44.826,0.2054,44.547,0.22056,44.324,0.23484,74.44275,0.24451,40.87675,0.1043,1.0,11127,0,0.0003595,0.0057648,0.0173549,0.0135385,0.0193328,0.5606565,33157.21,0.49023,16.583,0.3244,0.58528,0.0269603,2807.434,0.4,0.0,7.8244242,16.542503,10.85209,-0.000315,0.08987149999999999,4200.0,,0.5993086,0.0694942,0.0855627,0.0068773,0.041610497,0.0329828345,0.0146031,1.1752755,0.2845331,0.0018873,0.1440613,0.1161594,0.6609371,0.019603,1.0
677,35901,St. George,UT,5924.0,46.24925,0.23685,0.108595,46.26175,0.54175,20.92425,-0.24191,47.6835,0.25266,44.90075,0.22055,49.29175,0.21767,47.0335,0.23902,46.62625,0.22093,42.46575,0.21003,47.846,0.20636,48.2035,0.19902,47.254,0.21656,46.535,0.23216,77.85675,0.21559,33.80544,0.03940502,1.0,130138,1,0.0022899,0.0278602,0.0306662,0.0259873,0.032754,0.5748857,31383.4,0.40492,13.401,0.27091,0.60736,0.0231499,2203.389,0.0,0.0,4.9222796,21.991851,0.548534,-0.0110851,0.0153683,1340.29,-0.0411241,0.6017903,0.0786833,0.8867671,0.0056465,0.0770182422,0.0346862561,0.0380837,-1.2084998,0.7548602,0.0007684,0.1360118,0.0722005,0.6342725,0.0026254,1.0
678,35902,Price,UT,3238.0,50.046,0.25512,0.1365188,44.8005,0.58642,22.34075,-0.25393,49.683,0.27216,50.3985,0.23914,55.66925,0.26425,51.40325,0.24953,50.55575,0.21459,48.066,0.26948,50.9765,0.23566,50.73375,0.26731,50.4185,0.25894,50.19875,0.25439,79.31975,0.23807,32.385,0.058265000000000004,1.0,54045,0,0.0024424,0.0385268,0.0162974,0.0149231,0.0152462,0.5772378,26759.49,0.28819,5.884,0.22935,0.61921,0.0330869,2778.039,0.0,0.0,4.631434,20.995592,4.09612,-0.0148867,0.0370062,1099.14,0.0314566,0.5964029,0.0766531,0.1388183,0.0049149,0.0186511241,0.0297714867,0.0327183,-0.17603138,0.7723008,0.0006106,0.1295473,0.0794947,0.5979867,-0.0018337,1.0
679,35903,Moab,UT,361.0,46.07325,0.33889,0.1179775,37.1875,0.72054,,,,,,,,,46.93275,0.32675,46.08225,0.25253,,,49.5585,0.23002,51.271,0.1648,48.738,0.24752,46.07325,0.33889,77.4435,0.22722,33.1065,0.09361499999999999,1.0,8485,0,0.0021214,0.0189179,0.0011997,0.0012277,0.0017571,0.7519547,31770.04,0.32808,4.036,0.28772,0.58172,0.0293907,2658.61,0.0,0.0,6.3688474,18.175763,1.620613,-0.0342079,,,,0.6900075,0.0271623,0.1028945,0.0074792,0.0134354744,0.0146140247,0.0284091,1.5170765,0.4865056,0.0010607,0.2463628,0.1561809,0.5056726,-0.0175884,1.0
