,cz,czname,state_id,n_ige_rank_8082,e_rank_b,s_rank,prob_p1_k5,e_rank_b_c1821,s_c1821,e_rank_b_teenbirth_fem,s_teenbirth_fem,e_rank_b_femfam,s_femfam,e_rank_b_malefam,s_malefam,e_rank_b_indv_r_m,s_indv_r_m,e_rank_b_coli4,s_coli4,e_rank_b_1112,s_1112,e_rank_b_singlepar,s_singlepar,e_rank_b_marriedpar,s_marriedpar,e_rank_b_8385,s_8385,e_rank_b_8085,s_8085,e_rank_b_w80,s_w80,e_rank_b_povertyline,s_povertyline,e_rank_b_cq,s_cq,n250,pop2000,intersects_msa,cs_race_bla,cs_race_theil_2000,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,frac_traveltime_lt15,hhinc00,gini,inc_share_1perc,gini99,frac_middleclass,taxrate,subcty_total_expenditure_pc,tax_st_diff_top20,eitc_exposure,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,num_inst_pc,tuition,gradrate_r,cs_labforce,cs_elf_ind_man,d_tradeusch_pw_1990,frac_worked1416,mig_inflow,mig_outflow,cs_born_foreign,scap_ski90pcm,rel_tot,crime_violent,cs_fam_wkidsinglemom,cs_divorced,cs_married,incgrowth0010,cons
188,12901,Lexington-Fayette,KY,17359.0,36.947,0.37984,0.0537296,36.0575,0.77734,26.62675,-0.34637,38.73775,0.39035,35.14,0.3694,39.05075,0.34407,38.097,0.37468,37.97425,0.35189,35.57075,0.38123,38.42875,0.35311,37.68225,0.35317,37.31725,0.36601,38.4635,0.36254,64.51375,0.40019,39.37075,0.209285,1.0,525970,1,0.0904804,0.1701666,0.0824006,0.0719199,0.0896355,0.3454203,36577.01,0.48492,13.3,0.35192,0.49024,0.0190519,1527.216,0.2,0.0,5.9837197,16.634388,-3.656115,0.0147429,0.0190125,4440.66,0.0542979,0.677303,0.1618655,2.319999,0.0041688,0.0157043177,0.0160104188,0.0372055,0.30444061,0.5138601,0.0015596,0.2234267,0.111434,0.5443232,-0.0038431,1.0
189,12902,Mount Sterling,KY,1380.0,38.977,0.37692,0.0633333,32.648,0.81516,24.40875,-0.27901,41.06725,0.40709,37.06375,0.34171,40.532,0.34912,40.7955,0.36954,38.85925,0.35933,37.8325,0.49058,39.97325,0.34645,37.871,0.35716,38.39725,0.36701,38.977,0.37692,65.988,0.44784,35.43687,0.207205,1.0,40195,0,0.0261227,0.0767791,0.0196472,0.0175554,0.0251086,0.3232574,28067.29,0.45751,12.55,0.33201,0.50797,0.0103067,1229.728,0.2,0.0,5.5558036,15.750714,-6.919646,0.0139372,,,,0.571108,0.2349944,1.399855,0.0033499,0.0178131608,0.0130115686,0.0050813,-1.1319461,0.3417092,0.0005351,0.1931861,0.1137969,0.6035464,-0.0137752,1.0
190,12903,Danville,KY,3129.0,39.6525,0.35614,0.0728395,33.44525,0.81265,27.0065,-0.33562,40.98375,0.35311,38.2705,0.3601,41.7295,0.3177,41.9135,0.33482,40.49525,0.30565,37.339,0.35184,40.96175,0.33091,41.923,0.34,40.848,0.34564,39.6525,0.35614,67.46175,0.40975,36.56237,0.21258500000000002,1.0,86667,0,0.0514152,0.0895608,0.0274757,0.0251338,0.0340289,0.3529316,30745.68,0.39185,7.263,0.31922,0.55225,0.0124542,1239.017,0.2,0.0,5.8469308,16.020421,-3.141711,0.0089322,0.0115384,16900.0,0.4521717,0.6034337,0.2427883,1.319089,0.0035547,0.0196499244,0.0150230191,0.0142771,-0.02643317,0.6926743,0.0009577,0.1946871,0.1064566,0.6164842,-0.0052403,1.0
191,13000,Elizabethtown,KY,7342.0,42.36275,0.32811,0.0818752,36.90275,0.73923,24.69725,-0.26931,43.296,0.353,41.449,0.30364,45.618,0.29144,44.2845,0.31422,42.349,0.28228,40.7615,0.31074,43.221,0.31116,44.50725,0.31197,43.49925,0.31757,43.22275,0.32599,73.218,0.31808,36.42375,0.18233,1.0,176597,1,0.0744407,0.156021,0.0265377,0.0259915,0.0262238,0.3384063,29945.48,0.35071,8.532001,0.26539,0.61918,0.0106804,1516.747,0.2,0.0,5.6761391,18.014176,-1.755296,-0.0061996,0.0113252,1084.1,-0.1028885,0.6392822,0.1999973,0.7509568,0.0032015,0.032146639,0.0255213848,0.0286912,-1.308679,0.526351,0.00094,0.1910672,0.1074444,0.6120344,-0.0072746,1.0
192,13101,Louisville,KY,40846.0,37.8755,0.38738,0.0520619,35.1695,0.7559,27.68175,-0.34185,39.24875,0.39759,36.4995,0.37694,41.31125,0.35365,39.14075,0.38595,39.296,0.35236,36.10475,0.36419,40.17875,0.34783,39.09225,0.37089,38.493,0.37852,40.76225,0.34221,66.92225,0.39553,37.27762,0.19602,1.0,1100767,1,0.1320307,0.3111657,0.1037037,0.0953487,0.1103888,0.2605531,39192.27,0.47085,13.684,0.33401,0.50597,0.0192285,1833.107,0.2,0.0,5.9982554,17.884151,-6.335528,0.0204639,0.0136269,6141.15,-0.0447405,0.6600483,0.16203,0.9453188,0.0046547,0.0123014226,0.0118626376,0.0268859,0.38779515,0.5286005,0.002898,0.2496069,0.119794,0.5409734,-0.0111594,1.0
193,13102,Madison,IN,1951.0,40.8025,0.40922,0.092707,34.9555,0.72834,24.67875,-0.29425,40.6545,0.46058,40.993,0.35712,47.719,0.28116,42.3925,0.39326,40.99,0.36712,39.98575,0.38215,41.3355,0.40066,43.50325,0.31881,42.032,0.36552,40.8025,0.40922,68.2875,0.40634,36.09525,0.185495,1.0,49985,1,0.013464,0.0324514,0.0115471,0.0193112,0.0056682,0.410579,31204.81,0.35548,6.725,0.28823,0.58073,0.0178016,2190.31,0.0,0.0,6.3407966,17.314151,-0.7167135,0.007695,0.040012,9007.7,-0.0435175,0.6438226,0.272225,6.025471,0.0046997,0.0207062119,0.0193458037,0.0134077,0.46170848,0.5039312,0.0011945,0.204947,0.1234292,0.5858892,-0.0033169,1.0
194,13103,Bardstown,KY,2820.0,44.11525,0.36613,0.0762868,38.8295,0.68346,22.3185,-0.2813,46.1465,0.37142,42.17875,0.35431,45.8105,0.31278,46.59025,0.34569,43.979,0.35348,41.52575,0.33675,45.52225,0.33941,44.756,0.33872,44.42325,0.35201,44.11875,0.36563,74.09225,0.32841,38.005,0.16882999999999998,1.0,66605,0,0.0678778,0.092382,0.0217714,0.0219643,0.0171178,0.3725708,30725.82,0.39459,12.494,0.26965,0.60993,0.011346,1284.396,0.2,0.0,6.3170463,18.152204,-1.75524,-0.0017055,0.0150139,6000.0,-0.1050054,0.6279865,0.291278,0.9561084,0.0039993,0.0205990541,0.0155393739,0.0114375,0.47548634,0.7678703,0.0007357,0.2019817,0.1010308,0.5677363,-0.0063964,1.0
195,13200,Owensboro,KY,7188.0,43.34475,0.35931,0.0919693,40.471,0.7722,27.003,-0.34668,43.65475,0.35511,43.02925,0.36357,47.78175,0.33495,45.35,0.35292,42.82825,0.35009,41.7005,0.41922,44.694,0.32612,45.6455,0.34666,44.511,0.35136,43.31975,0.35931,72.05675,0.36331,36.72975,0.20032,1.0,177640,1,0.0325208,0.1172062,0.0493031,0.0458268,0.052588,0.3869692,31538.42,0.38723,9.513,0.2921,0.59154,0.0130853,2194.299,0.2,0.0,6.0260233,16.656472,9.696479,-0.0148664,0.0225175,4452.34,-0.0394519,0.602312,0.2177923,1.108023,0.0037069,0.0072506192,0.0082639045,0.0087288,0.47339043,0.697889,0.0012216,0.1915194,0.1069637,0.6029915,-0.0081883,1.0
196,13300,Findlay,OH,10154.0,44.022,0.34808,0.0732919,39.82825,0.74109,24.16775,-0.30561,44.43025,0.36001,43.633,0.33376,48.91675,0.30591,45.29425,0.33741,44.45275,0.32307,41.92775,0.35111,45.56125,0.31609,43.87225,0.35461,43.9505,0.35106,44.00875,0.34855,76.18125,0.30921,39.18688,0.19059,1.0,246623,0,0.0147756,0.0888933,0.032108,0.0280577,0.0337198,0.4566794,34868.53,0.30167,8.274,0.21893,0.68377,0.0202733,1698.646,2.66,0.0,5.3546084,19.152559,11.40744,,0.0243286,14623.5,0.0833551,0.6664443,0.3238305,1.285857,0.0051579,0.0141511538,0.015266216,0.0143144,1.1056925,0.5230007,0.0006552,0.1849424,0.0985659,0.5813956,-0.007715,1.0
197,13400,Lima,OH,12109.0,44.66275,0.38155,0.069812,36.06325,0.79421,25.88025,-0.36323,44.54425,0.39933,44.80275,0.36339,49.08025,0.34705,45.802,0.37756,44.999,0.35648,39.41675,0.35771,48.06325,0.31441,45.63925,0.39661,45.193,0.38736,47.83875,0.32911,74.955,0.35524,39.69037,0.200635,1.0,260393,1,0.0520175,0.2516574,0.0477593,0.0487299,0.0434595,0.4445868,35091.95,0.31561,9.453,0.22108,0.66504,0.019917,1858.676,2.66,0.0,5.1085206,19.711421,13.71673,,0.0192017,7746.6,0.0562576,0.651948,0.2982722,2.665534,0.0053328,0.0094703007,0.0112522226,0.0091583,1.4140219,0.6293449,0.0007522,0.174498,0.0895814,0.5904006,-0.0042822,1.0
198,13501,Toledo,OH,33534.0,39.38775,0.36815,0.0575786,39.92925,0.61537,25.39075,-0.31837,40.49425,0.37509,38.281,0.36144,43.46525,0.34385,40.206,0.36408,41.2365,0.33858,36.82925,0.32501,42.2855,0.31978,39.63225,0.36225,39.52575,0.36467,43.5475,0.30574,68.84299,0.36264,39.23606,0.16966,1.0,834343,1,0.0973125,0.2903748,0.0783884,0.0742897,0.0792409,0.3451814,38616.42,0.38621,10.884,0.27737,0.55198,0.0287353,2127.781,2.66,0.0,6.1452492,18.83034,2.053697,,0.0119855,3600.07,-0.053864,0.6594473,0.2135589,0.9956357,0.0050058,0.0129131544,0.0146102982,0.0258884,0.44224635,0.5125542,0.0012899,0.2357008,0.1053628,0.5375096,-0.0116382,1.0
199,13502,Defiance,OH,4495.0,43.70225,0.32885,0.0822222,28.59825,0.68901,25.48775,-0.29401,43.75825,0.35329,43.68525,0.30169,48.764,0.29196,45.273,0.3146,44.68725,0.30909,41.77725,0.25537,44.9045,0.31146,45.35775,0.32703,44.596,0.32596,43.6685,0.33046,77.0135,0.25782,33.91506,0.154755,1.0,98981,0,0.0113456,0.0807299,0.015488,0.0130125,0.019029,0.4370874,35188.03,0.31482,11.039,0.20443,0.68053,0.0204248,1798.479,2.66,0.0,5.0479913,19.590117,13.31779,,0.0101029,14850.0,0.055268,0.6787722,0.4221205,3.971105,0.0047719,0.012295289,0.0150837029,0.0111866,0.92943072,0.5196755,0.0004647,0.1747952,0.1003512,0.6021588,-0.0115346,1.0
200,13600,South Bend,IN,26414.0,39.22675,0.38743,0.0600484,37.6405,0.70814,28.4875,-0.36558,40.247,0.39356,38.21875,0.38195,43.35475,0.36327,40.151,0.37928,40.95125,0.34449,37.39525,0.37577,41.536,0.34432,39.80475,0.36327,39.51925,0.37505,41.9745,0.3447,70.45074,0.35287,38.461,0.19641999999999998,1.0,657906,1,0.1066383,0.2641505,0.0668398,0.0599899,0.0705735,0.3852997,36189.45,0.42337,11.211,0.31126,0.54475,0.0201305,1861.855,0.0,0.0,6.4979,18.306072,-2.923104,,0.0212796,12137.9,0.0767038,0.6488307,0.2474193,1.391448,0.004696,0.0152118996,0.0166391551,0.0398272,0.06477343,0.4236395,0.0012084,0.2306374,0.1059721,0.5523371,-0.0113469,1.0
201,13700,Concord,IN,15169.0,42.16475,0.32391,0.073401,23.78775,0.76735,24.707,-0.25168,41.81275,0.33551,42.51825,0.31237,48.24075,0.27243,43.73125,0.31537,43.81525,0.29973,38.9595,0.32546,44.808,0.27152,45.107,0.2918,43.7315,0.30546,43.5435,0.2999,74.53799,0.29164,34.4565,0.17763,1.0,372184,1,0.0332389,0.1761856,0.0270606,0.027292,0.0244427,0.4048818,35487.25,0.39529,15.141,0.24388,0.62733,0.0211703,2052.246,0.0,0.0,6.4372174,18.78987,-4.199038,,0.0053737,8100.15,0.0514368,0.6864903,0.4211669,3.359368,0.0052839,0.0194419964,0.0190067279,0.0516433,-0.0433257,0.3599859,0.0012509,0.1796967,0.1049144,0.5901995,-0.016782,1.0
202,13800,Wayne,IN,5655.0,42.8755,0.33686,0.0906822,30.477,0.7136,26.6275,-0.27938,42.54375,0.35735,43.193,0.31748,47.972,0.29872,44.0745,0.33794,44.3885,0.30754,40.95225,0.26017,44.00825,0.32165,44.56975,0.32875,43.72375,0.33195,42.894,0.3372,73.5215,0.3295,36.74594,0.173015,1.0,129528,0,0.0055664,0.0561148,0.0199301,0.0207775,0.0184176,0.4385644,35790.42,0.36417,15.072,0.21345,0.63501,0.0208889,2006.887,0.0,0.0,6.9612357,18.429466,1.625841,,0.0154407,13029.5,0.0858593,0.6785238,0.3923006,1.89441,0.0049738,0.0203199308,0.021624668,0.0220903,0.55571606,0.4035189,0.0004643,0.1512259,0.0999485,0.6112475,-0.0058793,1.0
203,13900,Center,IN,7758.0,40.44325,0.32345,0.0661661,32.32625,0.70245,25.14375,-0.25765,40.90425,0.33729,40.01275,0.30867,44.25475,0.29975,41.83325,0.32065,41.31525,0.33653,37.5025,0.25182,42.87725,0.28813,41.5675,0.33342,41.0775,0.32626,40.42625,0.32373,70.54775,0.30839,37.09694,0.17389500000000002,1.0,192308,1,0.0376271,0.1501622,0.0455711,0.0367431,0.055263,0.4505857,37701.09,0.33695,8.196,0.25499,0.53661,0.0203122,2568.759,0.0,0.0,6.664884,17.77356,0.6285237,,0.0104,2810.71,-0.2705642,0.6319215,0.3256851,1.733224,0.0049022,0.0121419806,0.0152255756,0.0200541,0.8540992,0.4477921,0.0010348,0.2009436,0.1181313,0.5880635,-0.0180258,1.0
204,14000,Muncie,IN,15423.0,37.95125,0.38089,0.0531631,33.0165,0.72258,29.38575,-0.36697,38.52825,0.38709,37.39975,0.37471,41.80675,0.35447,39.14425,0.37425,39.275,0.36452,36.2715,0.3293,39.4255,0.35834,39.47275,0.35971,38.743,0.36908,39.21425,0.36641,67.46725,0.37833,36.18456,0.173995,1.0,415487,1,0.0579176,0.2160865,0.0618862,0.060159,0.0630025,0.4172296,34883.79,0.3838,10.075,0.28305,0.55677,0.0185724,1857.961,0.0,0.0,6.6549409,17.166543,-3.912395,,0.0216613,6770.46,0.1269023,0.6207673,0.2388112,1.120039,0.0042958,0.0113505356,0.0146599051,0.011343,0.65380454,0.3519581,0.0007921,0.2292297,0.1148783,0.5693848,-0.0221733,1.0
205,14100,Fort Wayne,IN,22891.0,40.56,0.38108,0.0659341,33.79975,0.72507,27.33725,-0.32251,41.6735,0.3825,39.41675,0.38071,43.90775,0.35471,41.54225,0.37921,42.56875,0.34891,38.7355,0.35906,42.5945,0.34482,41.78075,0.36851,41.202,0.37388,43.5,0.33696,71.74675,0.35027,38.41581,0.18976500000000002,1.0,557161,1,0.067537,0.2896599,0.0751769,0.0581532,0.0864441,0.3523472,38528.86,0.38116,13.303,0.24813,0.57293,0.017984,1813.625,0.0,0.0,6.4905682,19.090074,-0.5596833,,0.0197429,7205.51,-0.1551982,0.7007153,0.2720137,2.137923,0.0044098,0.0125708727,0.0137500651,0.0280724,0.90122138,0.4862167,0.002862,0.2000327,0.1051433,0.5756478,-0.0147705,1.0
206,14200,Indianapolis,IN,55739.0,37.225,0.3976,0.0490063,31.1545,0.78598,29.133,-0.36052,38.96,0.397,35.524,0.39828,40.50625,0.37049,38.059,0.39468,39.6135,0.35614,35.5985,0.3537,39.651,0.36012,38.96175,0.36879,38.1405,0.38214,39.77975,0.36771,67.509,0.3718,36.58912,0.19713999999999998,1.0,1507346,1,0.1408303,0.332802,0.1066178,0.0887774,0.1215017,0.2620311,42510.4,0.45856,13.844,0.32012,0.47947,0.0228262,2518.619,0.0,0.0,6.9911547,18.751861,0.5490767,,0.0092878,8685.15,-0.1035669,0.6990142,0.1542629,0.9363374,0.0047504,0.0203337522,0.0162995092,0.0351808,0.68993056,0.4084397,0.003926,0.2256466,0.115419,0.5496563,-0.0115352,1.0
207,14300,Columbus,IN,6216.0,39.68975,0.38823,0.0741163,27.614,0.84476,31.699,-0.3952,40.8215,0.39166,38.5505,0.38438,43.51175,0.35111,40.84,0.38348,40.991,0.35212,37.2195,0.33814,41.502,0.35708,42.3145,0.3625,41.0775,0.37314,39.68425,0.38833,67.45875,0.40059,35.02106,0.21777999999999997,1.0,163284,1,0.0104909,0.0769708,0.0484698,0.0379601,0.0608947,0.4037142,35466.15,0.3808,12.38,0.257,0.59315,0.020324,2589.884,0.0,0.0,6.3407213,19.322256,0.4770322,,0.0122486,3264.29,-0.3023975,0.6712245,0.3453034,1.770324,0.0046854,0.0153719899,0.014882046,0.0240689,0.53503453,0.4997612,0.0015461,0.1745808,0.1163292,0.6251613,-0.0062661,1.0
208,14400,Terre Haute,IN,9840.0,42.25225,0.35653,0.0825769,35.97275,0.75703,25.9015,-0.30802,43.20525,0.36597,41.3065,0.3483,46.07475,0.32335,43.865,0.3456,42.2045,0.34354,41.05675,0.32703,43.02,0.34396,43.07925,0.35353,42.6845,0.35418,42.78075,0.34527,71.8775,0.34242,37.23406,0.19346,1.0,261832,1,0.0346978,0.1548212,0.0421891,0.043067,0.0383888,0.3913478,31381.55,0.36713,8.691,0.28022,0.59228,0.0202231,1875.188,0.0,0.0,6.449667,17.337478,-0.3169201,,0.0267347,8387.65,0.0921313,0.6103229,0.202443,1.94701,0.0045213,0.0128517523,0.0146009655,0.013267,0.61133932,0.3660477,0.0016652,0.1974265,0.1127532,0.5657589,-0.0110301,1.0
209,14500,Lafayette,IN,12710.0,43.061,0.33864,0.0905316,37.52925,0.72033,26.33425,-0.32999,43.037,0.3582,43.0745,0.32058,48.32325,0.28433,44.4645,0.32754,43.48025,0.32009,41.39125,0.32725,44.5195,0.3115,43.81575,0.33527,43.455,0.33624,44.36525,0.31277,73.19525,0.31861,37.98775,0.204185,1.0,347966,1,0.0364461,0.2091898,0.0721744,0.0767291,0.0657365,0.4294201,32344.94,0.34945,8.583,0.26362,0.58568,0.0198862,1719.245,0.0,0.0,6.3003108,18.125669,0.0945919,0.0207062,0.0114954,3657.08,0.1613359,0.643731,0.2359229,1.114858,0.0052475,0.0152687332,0.0172804239,0.048167,0.4349827,0.3928171,0.0011551,0.1911577,0.096654,0.546917,-0.0105302,1.0
210,14600,Bloomington,IN,9458.0,41.2375,0.35026,0.0869565,35.434,0.77312,24.9615,-0.27934,41.92475,0.35727,40.5685,0.34394,44.56925,0.33237,42.8865,0.33682,41.68075,0.32555,38.60875,0.33863,43.045,0.31728,44.8075,0.3063,43.10175,0.32559,41.26525,0.35017,69.8815,0.35566,37.089,0.194785,1.0,280923,1,0.0144986,0.1052984,0.0632553,0.069736,0.0575536,0.3967312,30524.54,0.39387,10.999,0.28388,0.57433,0.018237,1619.914,0.0,0.0,6.0096041,18.93928,1.814373,,0.0071194,3893.14,0.2638913,0.6341908,0.1808095,4.99367,0.0047783,0.0154063569,0.0168124361,0.028556,0.04287763,0.4022241,0.0009148,0.1803217,0.1020352,0.5234585,-0.0102228,1.0
211,14700,Evansville,IN,15530.0,43.60525,0.39821,0.0794224,42.45475,0.75207,25.42375,-0.32461,44.05475,0.41895,43.15375,0.37723,47.777,0.35176,45.03825,0.38937,44.50075,0.36295,41.84975,0.38947,45.131,0.36992,44.6345,0.39234,44.12825,0.39485,44.69475,0.37795,72.63625,0.36397,39.32988,0.19784,1.0,388604,1,0.0408462,0.2101122,0.0698304,0.061445,0.0781472,0.3662573,36908.45,0.40158,13.881,0.26277,0.57405,0.0213866,2022.29,0.0,0.0,6.5351319,18.081508,0.9569985,0.0136531,0.0180132,6157.45,-0.0386226,0.6672253,0.2247493,1.337319,0.0054244,0.0068939074,0.007120359,0.01321,1.290116,0.5089731,0.0027711,0.1881063,0.1101568,0.5853062,-0.005009,1.0
212,14801,Olney,IL,2241.0,47.32275,0.33783,0.1177754,59.878,0.54332,20.69075,-0.21137,47.93175,0.36199,46.73175,0.30775,51.263,0.27132,49.012,0.32772,45.66825,0.32305,46.5655,0.43758,48.2995,0.30714,49.901,0.32264,48.6765,0.3277,47.32275,0.33783,76.41475,0.32847,42.28862,0.17486999999999997,1.0,55642,0,0.0019949,0.0157214,0.0146803,0.0160963,0.011335,0.4855751,31874.81,0.34305,8.23,0.26075,0.64257,0.013068,2253.758,0.0,0.4761905,4.3031452,15.691968,9.889153,0.0066923,0.0359441,5275.0,0.0099495,0.6029137,0.2148473,21.03054,0.0047859,0.0111786061,0.0106753891,0.005909,1.5623342,0.6256425,,0.1760283,0.1057724,0.6078427,0.0075902,1.0
213,14802,Vincennes,IN,2210.0,45.0425,0.38754,0.1085714,51.54425,0.73117,23.0865,-0.27714,45.2655,0.39826,44.83475,0.37555,49.79175,0.34087,46.53325,0.37829,44.071,0.3594,44.16975,0.44615,45.96575,0.36411,46.79475,0.37195,45.94075,0.37847,45.11,0.386,72.762,0.36984,39.16725,0.20896499999999998,1.0,54708,0,0.0154274,0.0611815,0.0337718,0.0362376,0.0294536,0.4875389,30101.04,0.37918,8.491,0.29427,0.58371,0.0136808,2268.44,0.0,0.0,5.7118017,16.722125,4.262053,0.0354062,0.0182789,2500.0,-0.1267903,0.6271399,0.1216066,0.9630953,0.0058411,0.010089932,0.0113694524,0.0095034,0.68689902,0.4952292,0.0007387,0.2037351,0.1067491,0.5599176,-0.0123573,1.0
214,14900,Gary,IN,29274.0,40.69775,0.35831,0.0815114,39.7535,0.6129,26.075,-0.31828,41.56525,0.36189,39.838,0.3546,46.09775,0.33767,41.648,0.34964,42.77725,0.30905,38.402,0.29992,43.82775,0.30679,41.066,0.339,40.87525,0.34857,46.9835,0.28266,70.901,0.30848,40.80919,0.17475000000000002,1.0,675971,1,0.1816823,0.443826,0.0803924,0.0824284,0.0746923,0.2766988,38097.23,0.36894,10.709,0.26185,0.53163,0.0236861,2257.898,0.0,0.0,7.0607356,20.337503,-3.780256,,0.0162729,7395.32,-0.102072,0.636884,0.1965978,0.994202,0.004407,0.0237953995,0.0185865962,0.0459947,-0.22890655,0.4389937,0.0018329,0.2438946,0.1002896,0.5331063,-0.0124572,1.0
215,15000,Canton,OH,27950.0,41.75725,0.37769,0.0648882,33.35325,0.79565,20.89275,-0.28517,42.6205,0.3853,40.8975,0.37022,45.72625,0.35245,42.8075,0.36658,42.4905,0.3423,38.802,0.37932,43.82175,0.33599,43.182,0.3576,42.4995,0.36642,43.03425,0.35753,73.09625,0.35957,38.38706,0.202635,1.0,700866,1,0.043422,0.1980847,0.0538796,0.0494595,0.0577258,0.3778186,35700.41,0.38113,11.019,0.27094,0.63306,0.0212141,1768.411,2.66,0.0,5.5626846,19.276491,12.75323,,0.0142681,8639.04,-0.0389019,0.6417098,0.2590734,1.550165,0.0046835,0.0125430539,0.0131465929,0.0145908,0.97667859,0.4930871,0.0007133,0.1868901,0.1011784,0.5841959,-0.0088128,1.0
216,15100,Lorain,OH,17780.0,39.6395,0.35322,0.0564063,31.038,0.71444,26.53275,-0.34701,40.387,0.35364,38.93325,0.35177,44.775,0.33196,40.46475,0.34683,41.2355,0.31922,37.7715,0.29934,41.3105,0.32658,40.38,0.35324,40.0335,0.3523,41.94825,0.32065,69.78025,0.35741,35.83037,0.168535,1.0,423702,1,0.0725557,0.2069804,0.0635181,0.0615468,0.0648547,0.3615688,38660.34,0.34233,8.710999,0.25522,0.59933,0.0250772,2043.512,2.66,0.0,5.8330387,19.049521,7.878583,,0.0141609,11564.8,-0.0879309,0.6483143,0.2557107,1.476565,0.0053098,0.0220886378,0.0184209657,0.0228659,0.6989853,0.4781096,0.0013198,0.2221571,0.1057451,0.5681902,-0.0096143,1.0
217,15200,Cleveland,OH,98519.0,38.2025,0.40522,0.0508593,42.41075,0.71491,23.70025,-0.34379,40.11025,0.39733,36.28775,0.41327,41.65775,0.40223,38.634,0.3984,40.0325,0.36034,35.43975,0.36499,41.82875,0.34307,39.0475,0.37602,38.65075,0.38963,43.5145,0.32718,68.674,0.37704,40.2675,0.20645499999999997,1.0,2661167,1,0.1749033,0.4462685,0.1147665,0.1064414,0.1189584,0.2684276,42208.22,0.46306,13.743,0.32563,0.53765,0.0314587,2676.955,2.66,0.0,6.9576549,18.394899,5.207949,,0.0112732,7048.57,-0.0342887,0.647639,0.1893093,1.144004,0.0051452,0.0102567783,0.0151373439,0.0479693,0.45513323,0.5176522,0.0014513,0.2539122,0.1073707,0.5207561,-0.0117976,1.0
218,15300,Parkersburg,WV,8136.0,41.5425,0.36654,0.0706587,39.37275,0.78275,20.94825,-0.25815,42.5055,0.37442,40.616,0.35764,44.996,0.35368,42.6565,0.35686,41.5845,0.3255,39.72275,0.31083,42.3355,0.35618,43.25725,0.35025,42.39825,0.35713,41.537,0.3666,70.1655,0.39022,39.34431,0.20116499999999998,1.0,202967,1,0.0075283,0.0437661,0.0280329,0.0251289,0.0311637,0.3457279,32372.13,0.37534,7.579,0.29955,0.57768,0.0170217,1826.205,2.5,0.0,5.8510716,16.917881,-0.283833,-0.0032757,0.0246345,7252.83,0.0295427,0.5823193,0.1896476,1.382662,0.0033881,0.006680889,0.0075628058,0.0075709,0.33269562,0.3984392,0.0007538,0.1898296,0.1079572,0.5985206,-0.0014933,1.0
219,15400,Zanesville,OH,8140.0,41.222,0.4078,0.0686525,30.07975,0.80711,25.302,-0.34152,41.47175,0.42899,40.97025,0.38789,45.736,0.36836,42.34725,0.39429,41.28425,0.35013,38.99825,0.36849,42.382,0.38488,42.351,0.39428,41.80225,0.39973,41.27175,0.40671,70.52725,0.46137,37.21331,0.212105,1.0,188410,1,0.029197,0.114728,0.0274137,0.0238356,0.0276437,0.3456347,30313.43,0.35204,8.705,0.26499,0.61511,0.0186382,1635.125,2.66,0.0,4.9495818,19.247123,7.247222,,0.0159227,7500.82,0.0230097,0.6027536,0.2404549,3.839983,0.0040348,0.0136829255,0.0139270739,0.0078618,0.5759019,0.3532827,0.0004087,0.2018453,0.1072273,0.5778443,-0.0063065,1.0
220,15500,Steubenville,OH,5087.0,41.03725,0.41037,0.0730731,46.23575,0.78515,18.26875,-0.25693,41.7275,0.42254,40.35625,0.39881,46.12875,0.37443,41.9925,0.38918,40.9615,0.36762,39.81725,0.35885,41.62825,0.40329,43.3535,0.35986,42.2055,0.38354,41.046,0.41016,69.5325,0.42298,40.28837,0.19447,1.0,132008,1,0.0390431,0.1835821,0.0301017,0.0369248,0.0179285,0.3776987,32010.13,0.35008,9.312,0.25696,0.63161,0.0199041,1512.31,2.66,0.0,5.9349836,17.524055,8.38401,-0.0087273,0.0227259,11197.2,0.1961068,0.5463287,0.2156782,1.315509,0.0033969,0.0108402521,0.0116280831,0.0134256,0.89263907,0.4477229,0.0009318,0.2112562,0.0981525,0.5705113,-0.002232,1.0
221,15600,Wheeling,WV,7256.0,45.4145,0.33778,0.1251212,47.52475,0.77455,18.1365,-0.23202,45.69975,0.34647,45.126,0.32904,50.43875,0.31771,46.6525,0.32482,44.20825,0.31609,43.50925,0.30225,46.268,0.32296,45.4535,0.35666,45.44175,0.34627,45.28175,0.34063,74.2255,0.3187,42.22894,0.20120000000000002,1.0,195637,1,0.0226593,0.1510267,0.0353017,0.0379667,0.0286238,0.3434144,31110.62,0.40294,10.613,0.29681,0.57842,0.0171605,1663.79,2.5,0.0,6.1389896,16.475699,1.848691,-0.005995,0.0255575,4863.99,-0.0889585,0.5461011,0.1406671,0.7946958,0.003193,0.0050603925,0.0066858519,0.0087159,0.79005949,0.509602,0.0009879,0.2025111,0.0986702,0.5703378,-0.0025622,1.0
