Online Data Table VII,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Parent and Child Income Distributions by Commuting Zone,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Notes: This table presents selected characteristics of the income distribution for parents and children by CZ. Column (3) reports the population (from the 2000 census). Columns 5-11 report statistics of the child family income distribution (measured as the 2011-12 mean) for our core sample (1980-82 birth cohorts). Columns 12-18 report statistics of the parent family income distribution (1996-2000 mean) for parents of children in the core sample.  All values are in 2012 dollars and are rounded to the nearest $100.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CZ,CZ Name,State,Children in 1980-82 Cohorts,Mean Child Income,Median Child Income,Child Income P10,Child Income P25,Child Income P75,Child Income P90,Child Income P99,Mean Parent Income,Median Parent Income,Parent Income P10,Parent Income P25,Parent Income P75,Parent Income P90,Parent Income P99
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18)
,,,,,,,,,,,,,,,,,
12501,Dayton,OH,46426,44500,33900,2600,14300,62800,94000,192200,78600,63800,19000,36100,94000,132100,402400
12502,Washington Court House,OH,4653,40100,30800,1400,12500,56000,86700,162900,60100,50100,18800,30800,75600,100400,251200
12600,Wayne,IN,4226,40400,30100,1000,12100,57800,88200,173900,70500,57900,17200,31600,85300,118000,335000
12701,Cincinnati,OH,76510,47700,35700,2600,14600,67600,101100,209500,94000,68300,18700,36800,103600,157600,596300
12702,Maysville,KY,2074,38100,28400,700,11400,57100,87800,156700,53700,41700,11500,22000,69000,101700,246700
12800,Washington,IN,5764,50000,40100,4800,18300,71600,100100,195700,76500,66200,23200,41600,92800,125400,295200
12901,Lexington-Fayette,KY,17359,43000,30400,1300,11700,61600,93000,214900,84400,61100,15300,30200,99800,148200,505800
12902,Mount Sterling,KY,1380,35900,27200,600,9600,53800,83500,155600,52100,39100,10500,19800,65600,93200,233800
12903,Danville,KY,3129,39500,30900,1200,12100,57500,84100,161300,58800,48700,13500,25200,77600,106900,275300
13000,Elizabethtown,KY,7342,43200,34100,3500,15400,61400,89200,167100,61400,52600,15400,29900,77900,105000,230900
13101,Louisville,KY,40846,43900,32500,2100,13400,62800,94800,195200,86800,63400,16700,32100,99900,146600,542300
13102,Madison,IN,1951,44100,33400,1900,12100,66100,94500,192800,58300,49400,14100,27400,76900,105200,220100
13103,Bardstown,KY,2820,47000,36900,3600,16200,68600,97400,186100,65300,52000,15000,30200,80000,107900,252000
13200,Owensboro,KY,7188,46300,37800,3800,15700,67000,93700,184400,65800,55200,14700,29600,81900,111000,310500
13300,Findlay,OH,10154,49100,39100,6100,19300,66700,96100,183400,70600,61300,23400,39000,84800,109700,317900
13400,Lima,OH,12109,51200,43000,6600,20900,71700,101100,188400,75700,64400,24300,41200,88700,117900,365200
13501,Toledo,OH,33534,46600,35900,3400,15200,66500,98600,200800,87400,70500,20400,40100,101700,142000,482300
13502,Defiance,OH,4495,48000,39200,6000,19800,66900,95700,188100,77000,65500,25100,41400,88800,116400,345800
13600,South Bend,IN,26414,45100,34100,3200,14700,63800,95200,200400,79700,63200,16900,33300,94600,134300,441000
13700,Concord,IN,15169,45000,36700,5300,17400,61400,88900,184500,79200,61500,21000,36400,88100,121600,378300
13800,Wayne,IN,5655,48200,40100,5300,18200,66500,94600,184700,84500,66300,23500,42000,92700,127200,401300
13900,Center,IN,7758,46000,36100,3500,15800,64600,96400,204000,82000,71100,21500,40600,104100,137600,329400
14000,Muncie,IN,15423,43500,32800,2400,13500,61200,91000,188000,75800,62300,18200,34600,94800,129800,334200
14100,Fort Wayne,IN,22891,48900,38600,5100,17700,68300,97900,200600,91100,71100,23200,42500,101500,141400,553000
14200,Indianapolis,IN,55739,46600,34100,2700,14400,64900,99300,211600,99400,71700,18700,37000,112100,165200,639500
14300,Columbus,IN,6216,45600,36500,3000,14800,64100,94000,200500,79500,63100,21100,36600,93100,129500,373300
14400,Terre Haute,IN,9840,46700,36600,4100,15500,66300,97000,183900,70500,59500,17500,33700,87700,120600,311500
14500,Lafayette,IN,12710,48600,39100,4600,17700,68800,98400,201400,77600,65700,21000,38200,94400,129800,379800
14600,Bloomington,IN,9458,45800,35800,3300,14900,64700,94400,193500,75200,60600,18300,33500,90600,126900,368500
14700,Evansville,IN,15530,53600,44100,5400,19000,75600,105100,205500,87400,68000,20400,39400,97900,137600,485700
14801,Olney,IL,2241,49100,41600,5700,19700,69900,96100,188300,61100,52100,16300,30600,76800,102100,253700
14802,Vincennes,IN,2210,51300,41900,4200,16600,73500,100600,193300,66700,55500,15500,30900,83800,114700,341500
14900,Gary,IN,29274,49100,37100,3500,15000,71500,104800,204500,84400,73000,18700,39700,102100,134800,377500
15000,Canton,OH,27950,45900,36300,4400,17000,63400,94600,193000,72500,58200,19400,34600,84500,116200,393800
15100,Lorain,OH,17780,44700,34500,3100,15000,62800,94100,186000,76400,66100,20300,38700,93700,125300,320200
15200,Cleveland,OH,98519,46700,33800,2600,14300,64000,99600,221400,88700,64500,17500,34600,98100,148400,579900
15300,Parkersburg,WV,8136,46200,34400,3200,14600,63800,96300,191600,64900,54600,15200,29700,84100,113500,269500
15400,Zanesville,OH,8140,42500,33500,2400,14600,59200,88300,177500,57500,48200,15600,27700,73200,97000,236400
15500,Steubenville,OH,5087,46000,35800,2800,14500,65900,97400,196400,64900,57300,15600,31500,82100,104900,241600
15600,Wheeling,WV,7256,50000,38900,4200,16500,72000,105100,206600,67600,54700,15300,29800,83400,113100,322500
15700,Scioto,OH,8664,39100,29500,200,10200,56100,85500,167900,57800,47100,12600,24800,74800,99600,265400
15800,Athens,OH,5199,40300,30800,500,11500,59200,89000,176500,57900,47200,13000,25300,75200,105100,260600
15900,Columbus,OH,57755,45500,33800,2400,14200,63600,97000,208900,90300,65200,19200,36200,99600,151900,545600
16000,Mansfield,OH,12816,43700,34600,3600,15100,61900,90300,174600,66600,56700,19200,34000,82400,110300,288500
16100,State College,PA,9841,51500,41900,6800,20300,71700,101500,201000,71200,57900,18600,34300,84800,123000,348500
16200,Altoona,PA,15478,51100,41700,5500,19800,72300,102700,198200,64800,53300,17000,31200,77900,109300,300200
16300,Pittsburgh,PA,87830,55300,42600,5000,19600,76600,112200,231500,89500,65800,17700,35800,100100,148100,551600
16400,Youngstown,OH,30784,46300,35500,3500,15300,65200,98000,200600,69500,57800,16200,32000,84300,114700,343300
16500,Erie,PA,25753,48700,37800,5100,17600,67300,98900,207600,71200,57800,16900,32600,85500,118700,359600
16600,Roanoke,VA,14354,45200,34000,2100,14100,63500,96000,202400,76200,59200,17200,31600,92100,135600,420600
16701,Elkins,WV,2125,44500,34000,3700,14900,63000,93200,183700,50300,40700,11800,22300,62800,91900,269500
16702,Morgantown,WV,8969,49400,37500,3100,15500,70300,103200,218100,67500,53500,14800,28200,83500,118500,346700
16703,Buckhannon,WV,1544,46100,36600,2900,15300,67800,98100,174800,52900,42400,12100,21400,67600,96700,253600
16801,Beckley,WV,6451,55000,34100,1900,13000,65900,97400,191000,59700,45900,12100,23800,74500,105500,277300
16802,Summersville,WV,2067,48200,37100,2100,13900,72400,103800,202300,54200,41400,10400,20700,68100,91900,256600
16901,Charleston,WV,13026,46300,35000,1800,13600,68000,98700,199900,74600,55900,13500,27900,89800,127300,465500
16902,Spencer,WV,860,46000,36900,2200,15300,68500,97500,163800,47600,38900,11900,21800,61100,88000,189000
17000,Pikeville,KY,7721,42900,32300,100,10300,65400,93300,178000,53200,40200,8500,18400,69200,98900,269400
17100,Huntington,KY,12489,41600,30600,700,11000,62000,91300,182200,65000,49300,12700,24100,80400,115500,389500
17200,Harrisonburg,VA,5727,46600,37600,4600,17500,66100,95700,189100,72400,55800,18400,31800,84600,122800,356300
17300,Staunton,VA,6592,45600,35700,3600,15900,63600,92300,186400,67300,55900,16900,31700,85000,117300,302400
17400,Hagerstown,PA,14115,47600,38000,3700,16800,67600,99600,184000,71200,60300,19400,35300,88200,120200,304000
17501,Cumberland,MD,5537,45300,34900,3700,15900,65500,96200,179500,64400,49600,15200,27400,76300,104600,358200
17502,Winchester,VA,4243,48100,36000,2900,15700,67500,101400,194600,79400,61200,19400,35800,93900,133100,429800
17600,Charlottesville,VA,8494,44700,33100,1300,13800,62400,96400,209500,85300,59700,16800,30200,97700,152700,528500
17700,Syracuse,NY,40648,50000,37200,4300,17200,68600,105000,222700,79000,63000,17500,34100,96800,136100,384900
17800,Oneonta,NY,6070,46400,35800,4800,17200,65100,97200,189600,61500,50000,15800,28200,79500,112300,253700
17900,Union,NY,11091,49700,37600,5000,17600,67600,103200,216300,74700,60200,18100,33600,92900,132100,332700
18000,Buffalo,NY,86307,50900,38800,4900,18000,70700,104100,219400,86300,70400,18800,38200,103900,144900,416000
18100,Elmira,NY,12758,48100,37700,4700,17200,66900,98600,210400,72400,56800,16400,31600,87000,126100,334900
18201,Olean,NY,7961,46700,38100,5000,17600,65800,95900,186900,62900,52600,15400,29700,77100,104400,259000
18202,St. Marys,PA,1703,53700,46100,8400,22400,72100,102700,190400,77300,66900,26000,43800,88100,112500,381200
18300,Watertown,NY,9789,47200,37100,4800,17500,66200,98900,192700,62400,53600,16000,29600,80600,113700,234700
18400,Plattsburgh,NY,6204,45900,35800,4100,16400,63900,96100,181800,64100,55000,16100,29800,83700,115000,242100
18500,Amsterdam,NY,4369,44800,33900,4700,15900,61800,95800,183000,60700,50800,15600,27300,79100,110400,234200
18600,Albany,NY,35831,53700,40000,4900,18300,72800,109900,234200,86900,69600,18800,36900,106000,150200,424000
18700,Sunbury,PA,6810,52300,42900,7600,21900,71400,101900,210900,70200,57300,19700,34500,83500,118900,339200
18800,Scranton,PA,29528,51600,40400,5100,18600,71900,107100,214800,77300,60500,17800,33800,90600,128200,405500
18900,Williamsport,PA,8521,50500,40900,6500,19600,71000,99800,200400,67000,53900,17200,31400,80500,114700,305600
19000,Allentown,PA,21846,55900,43600,6100,20600,77300,112500,235700,92200,71800,20200,40900,106800,153300,491400
19100,Reading,PA,39609,53400,44100,6800,21700,74000,105200,211100,85400,68500,21600,41200,98300,138200,443200
19200,Harrisburg,PA,37486,52300,41800,5800,20200,72600,104800,211600,85100,69000,21800,40500,99600,139200,405600
19300,Poughkeepsie,NY,30004,53200,38800,3100,16200,74200,115300,243000,89200,73900,19100,38800,112600,155500,399900
19400,New York,NY,307294,55700,35900,1000,13800,72500,122900,308700,107100,51400,11800,24900,98800,163200,879200
19500,Toms River,NJ,36294,64600,46700,5200,19800,87500,133100,314200,124100,89100,23900,49900,135400,201300,780500
19600,Newark,NJ,170566,63400,43600,3900,18100,84600,133800,324600,129700,79700,18300,38000,136400,220000,944900
19700,Philadelphia,PA,193183,53800,38500,2100,15500,75300,116300,246300,101000,70000,16800,34800,113400,172200,640100
19800,Wilmington,DE,20410,51400,35300,1600,13700,70500,109800,229500,99800,75700,19700,39900,116700,165300,511100
19901,Dover,DE,15216,41400,29900,1200,12300,57800,93200,191400,65500,49500,14400,25200,83300,121000,327400
19902,Easton,MD,5332,46400,33000,1600,13400,66300,101800,205400,77400,55700,16600,28900,91000,132900,395700
19903,Chincoteague,VA,1808,33900,24400,1000,10400,46000,77700,142900,44700,28600,11100,18200,54700,85700,243400
20001,Bangor,ME,10855,43000,32700,2600,14000,59800,92400,189500,65100,52300,15500,29300,80800,113500,321400
20002,Calais,ME,1404,35900,26900,0,9600,51500,81200,154700,49200,39300,11600,21900,64700,94100,194300
20003,Presque Isle,ME,3025,44800,34500,2700,15900,63600,93200,190400,57500,47400,15000,26800,73100,100300,278100
20100,Portland,ME,25562,46500,35200,3900,16600,62800,95300,206200,80600,59900,18300,33600,90600,131600,466400
20200,Burlington,VT,11546,50300,38100,4900,18400,69600,102300,212200,85700,66200,20400,37700,98600,145900,454800
20301,Berlin,VT,3908,44600,35400,5600,17900,61700,89200,176300,62200,50500,15800,29000,75800,104000,266100
20302,Claremont,VT,10273,48000,36600,4000,16900,64900,97700,218000,78900,60300,19900,35700,90200,130100,409200
20401,Providence,RI,49803,52000,38900,4200,17500,72300,109500,220300,89300,68300,18500,37300,102700,147400,504500
20402,Nantucket,MA,,,,,,,,,,,,,,,
20403,Oak Bluffs,MA,483,45700,34500,2300,15600,64300,102400,224800,94100,70900,24300,38800,110700,166100,528600
20500,Boston,MA,143898,59900,43800,4200,19400,81700,124400,272300,131300,82100,21500,44300,127700,204200,948500
20600,Manchester,NH,43355,53000,40400,5600,19200,73000,108600,227200,99000,75400,25000,45100,111200,164200,526400
20700,Keene,NH,4654,46900,35700,4400,16800,62700,94800,221400,94600,63000,20800,36700,93300,133400,416700
20800,Springfield,MA,22654,50200,37300,3800,16300,69400,107400,230200,83800,67800,17000,35300,101300,141300,408900
20901,Bridgeport,CT,105261,58900,42300,4000,18500,79400,122500,291000,134600,82000,20400,43900,128100,206800,1063100
20902,Pittsfield,MA,6102,47900,36000,4000,16000,66600,102300,222900,86000,63700,19500,35000,97100,141200,487200
21001,Ashland,WI,2092,48300,39200,6300,18000,68600,99100,179500,63000,55600,18300,33000,78700,105600,231900
21002,Houghton,MI,1706,49100,40600,6700,19200,68700,99700,187800,73200,58500,19900,35900,84300,114400,386600
21003,Ironwood,MI,1188,47400,37600,6100,16700,68200,94800,194000,58500,51500,15700,29500,73800,100300,232200
21004,Rhinelander,WI,2501,49500,38700,5300,18900,69900,100300,209900,73000,56900,18800,33400,83700,120500,449500
21101,Rice Lake,WI,4129,49000,39900,6900,19500,68100,97900,197100,68000,52600,18100,30400,78000,108800,302400
21102,Amery,WI,2375,49500,40600,6800,20500,70000,97700,169400,70200,62300,20700,36400,87600,113500,255400
21201,Hutchinson,MN,3225,58300,49500,11300,27500,79200,106500,214100,75800,68000,26500,44100,92100,120800,312600
21202,Redwood Falls,MN,1648,61600,55300,14700,32000,85600,111300,204200,69800,61000,24000,40300,83000,114000,259400
21301,Mankato,MN,6666,56400,48700,11500,26100,76400,105200,195500,81800,69500,27200,45900,93400,123600,366900
21302,Owatonna,MN,4731,55500,46500,9200,24700,76200,105600,201000,85800,74200,29000,50000,101000,131800,348400
21400,St. Cloud,MN,11537,57300,49200,10200,25800,78200,106700,208600,85300,71500,26500,45900,98300,134200,435300
21501,Minneapolis,MN,104015,57700,45500,6900,22500,79600,113900,238100,120300,87500,28000,53600,124900,188900,735800
21502,Pine City,MN,1770,48200,40200,6900,19200,70000,99400,161700,61100,53600,18300,31100,80000,102500,225200
21600,Brainerd,MN,5817,48700,39400,6100,18700,69200,98500,199900,70300,57500,16500,30700,86400,117400,357100
21701,Rochester,MN,9754,58300,49600,10600,25100,81500,111800,221900,100200,78200,29100,50400,111400,158300,442900
21702,Austin,MN,2940,52900,45100,9400,23600,73600,102400,185700,69700,62600,22500,39900,85700,114700,245200
21801,Mason City,IA,3267,55900,47100,9400,23900,76500,106100,223500,73300,61800,23600,40300,85700,114200,396200
21802,Decorah,IA,3005,62700,52400,15400,30400,82300,112400,232000,68900,59100,23100,38700,80200,107000,261400
21900,Marshalltown,IA,4463,54000,45700,8600,23300,75200,102400,206100,78200,68000,23900,43100,93800,121500,313200
22001,Waterloo,IA,9076,56700,48000,8900,24500,79000,107200,203500,79100,66800,21200,39500,96100,129000,376900
22002,Iowa Falls,IA,1323,64100,49800,9800,26200,78600,109300,227400,67300,57300,22000,37100,80400,108100,250400
22100,Iowa City,IA,6968,54200,44500,7800,22400,74400,104300,217100,93100,71700,25000,45300,103400,149000,404200
22200,Cedar Rapids,IA,9438,55000,45800,8200,23700,77300,106600,213900,94400,76700,26700,48900,106800,148300,550700
22300,Ottumwa,IA,5766,53100,44400,6300,21300,74000,101900,204900,72500,58400,19300,35000,84200,113900,330900
22400,Sheboygan,WI,7979,55000,46200,9300,24100,75900,102700,201200,90000,74600,31400,52500,96200,126800,511200
22500,Oshkosh,WI,21915,55600,47100,9700,24500,76100,104300,205000,92200,75900,29600,51300,101200,138500,501200
22601,Green Bay,WI,11732,54500,45800,8700,23500,76000,104300,200900,95400,73900,25300,47100,102600,140900,560500
22602,Shawano,WI,2526,45500,38000,4900,18400,66200,93300,170900,64900,55500,17600,32400,79000,104900,317000
22700,Wausau,WI,15598,54900,46400,9600,23700,75000,103400,194300,82900,68700,25400,43700,94400,127800,413000
22800,Eau Claire,WI,12019,53000,44700,8400,22300,74300,104000,199600,77200,64200,22900,39600,89600,123300,403400
22900,La Crosse,WI,8803,51800,42900,7700,22100,72400,99200,185800,79000,63400,21400,38600,90700,124100,401500
23000,Monroe,WI,5235,54900,46900,9200,23900,75600,103100,195600,69700,59800,21500,36000,84700,112400,260000
23100,Madison,WI,19839,54100,42200,6800,20900,74600,108200,224800,104700,78300,25900,47500,113500,166700,633000
23200,Dubuque,IA,7279,61000,51900,11000,27200,80600,111400,235300,79700,65200,24000,41500,90400,121000,381200
23301,Charleston,IL,3643,48500,38500,4700,17300,67200,98700,221200,67600,57700,18300,32500,85400,115700,298900
23302,Douglas,IL,4493,51200,43000,7600,21700,72300,100800,193900,70500,58000,18500,34300,83300,110500,283400
23400,Bloomington,IL,7362,56300,44700,6800,21000,76200,109700,222200,94600,79100,23900,48200,114400,155600,425000
23500,Decatur,IL,13840,51100,39100,5000,17500,70400,104000,224500,82600,66100,18200,36700,96700,137500,450400
23600,Burlington,IA,5834,51300,42600,7100,20300,72100,101400,196100,71500,63200,20500,38000,88200,114800,319400
23700,Galesburg,IL,5368,48200,38200,5200,17400,67300,99100,201000,73600,58300,18300,33100,84800,114400,311700
23801,Davenport,IL,16156,52300,41800,6000,19400,73600,105600,205000,85500,71400,19700,41000,103400,141100,400200
23802,Clinton,IA,3018,54200,45900,7500,21700,76100,105000,209600,71400,65000,20200,39100,88600,114200,268600
23900,Peoria,IL,21590,53200,41300,5600,18500,73600,106600,221900,86800,73100,20200,41100,104300,141700,428400
24000,Kenosha,WI,22415,49400,37700,4700,16800,69200,100500,201700,89300,75000,22700,44600,104500,140300,426400
24100,Milwaukee,WI,62870,51500,39000,4600,17200,72400,105700,219300,100700,76500,19200,41000,111000,159700,598200
24200,Bourbonnais,IL,5617,49100,38400,4500,16700,69400,102200,197100,72900,63200,17800,35400,93100,121800,287400
24300,Chicago,IL,276393,52800,36400,2800,15100,72100,112700,254000,113200,72200,17000,35300,118200,183700,824900
24400,Rockford,IL,24658,49600,38200,4500,17300,69600,102400,205800,84400,72600,21400,42900,101900,137600,389100
24500,Rolla,MO,4260,41100,32500,2800,14800,57800,86500,175400,54600,45600,13800,25200,68400,98100,208300
24600,Farmington,MO,5561,42400,34100,2900,14600,62600,88100,177400,60400,49800,14600,27400,74900,102300,238500
24701,St. Louis,MO,93509,49700,35800,3300,15400,69200,104400,226300,100100,71700,17900,36200,110600,163600,625600
24702,Mexico,MO,1486,46000,37300,3900,18100,64900,97200,169000,63300,54600,17200,31100,79000,107800,228000
24801,Jacksonville,IL,3467,49200,39700,5700,18600,70200,99300,209300,66500,56900,18100,33600,83200,111300,280800
24802,Springfield,IL,10662,50100,38300,4500,17200,72000,104600,210100,91800,69500,19100,37900,103500,141200,427200
24900,Edwardsville,IL,15436,49700,39600,4100,17100,72200,102500,191400,79900,67500,18700,38600,96500,128300,333300
25000,Quincy,IL,6164,48900,41500,5600,18900,68900,96600,195100,68200,57300,17400,33400,81500,112000,357900
25101,Mountain Home,AR,1980,40100,31800,4000,14600,55800,84900,167200,52700,37500,11700,21200,62400,91800,386400
25102,West Plains,MO,3483,39000,31600,3200,14700,54100,79800,168400,44600,33400,10700,18900,54900,81900,236800
25103,Harrison,AR,2815,42300,32800,4400,14900,58400,88800,180200,50600,38200,12700,21700,61700,89000,327600
25104,Heber Springs,AR,1659,41700,31700,3400,13700,58200,87200,177700,45900,35900,10300,19600,57100,85300,253800
25105,Batesville,AR,2421,42500,33500,4100,14500,60300,87700,180400,51200,41500,12600,22900,67100,95800,224000
25200,Henderson,KY,6027,47400,36900,2800,14500,68900,95200,172200,65400,55900,14600,29200,85400,115900,286800
25300,Union City,TN,4204,41900,32000,2600,13400,60300,89200,177300,61600,51800,13800,26400,79900,110900,277600
25401,Paducah,KY,5126,46800,35600,2500,13800,66700,99100,203400,79500,57900,14100,29200,90800,125200,567500
25402,Murray,KY,972,43700,33600,3000,13800,59400,83500,242000,73000,50400,14600,26600,86000,121800,577300
25500,Centralia,IL,5934,50500,41700,5900,18700,72200,101500,200700,70800,61100,17400,35500,87300,116900,294000
25601,Carbondale,IL,9476,46000,35800,3300,15300,65500,96100,184000,62700,52300,13600,27300,79800,110600,269500
25602,Harrisburg,IL,1465,48200,38100,1900,14800,71300,100200,218700,58300,48200,12900,24600,74400,102100,250400
25701,Cape Girardeau,MO,7358,43000,33100,3000,14600,62200,91200,191800,64200,49300,13100,24600,79200,113300,324800
25702,Poplar Bluff,MO,2781,37700,28400,1700,12300,53900,81400,181200,48300,35700,9700,18400,61900,90300,255100
25800,Blytheville,AR,4533,34600,23400,1000,9700,48300,82900,161700,45200,31000,9500,17400,59600,94200,202400
25900,Jonesboro,AR,7231,40600,30500,2400,12800,57900,87500,190000,57300,43000,13400,24500,70000,102300,349400
26001,Roseau,MN,1013,55200,44800,11500,27000,72600,96100,185500,77000,55300,23200,38200,75900,100400,302400
26002,Duluth,MN,11651,51000,41200,5500,19300,73500,104300,197700,75000,66800,19700,39900,93000,121600,312400
26003,West Cook UT,MN,,,,,,,,,,,,,,,
26004,International Falls,MN,653,50500,43700,6900,21900,72100,97200,184500,73800,65700,19100,36000,88400,114600,285200
26101,Moberly,MO,2374,47000,36100,5000,17400,63100,91800,181400,61200,50300,16700,29400,72700,97200,248900
26102,Marshall,MO,2038,48400,37800,4600,18400,67500,96900,204400,58900,48800,16700,28000,73700,100400,266500
26103,Brookfield,MO,1017,50600,43500,5400,19600,69500,95900,168200,54100,45900,16700,27800,69200,96400,186300
26104,Trenton,MO,566,44900,37100,4300,17000,66100,93900,149500,55500,47300,13500,27800,70100,92800,254100
26105,Polk,MO,434,45200,36900,7100,20600,61000,92300,166300,46600,38400,12900,24200,60700,78700,167500
26106,Centerville,IA,1187,48500,42000,5900,20000,71100,99200,156600,55500,47900,15300,27700,71100,94300,261300
26107,Kirksville,MO,1237,45000,37400,5700,18000,62900,92500,182600,60800,44700,15300,26200,73700,105500,308200
26201,Bismarck,ND,5260,64600,54700,11900,28900,86300,116200,270600,89300,74100,25800,46500,99200,130400,465000
26202,East Grant UT,ND,,,,,,,,,,,,,,,
26203,Linton,ND,390,61200,57000,16000,32200,82000,110500,203900,45900,41200,16700,23600,61300,78600,162100
26204,Steele,ND,,,,,,,,,,,,,,,
26301,Devils Lake,ND,1039,52200,43400,3100,17900,75100,111700,231400,53200,45900,14200,26500,69300,95100,220900
26302,Carrington,ND,321,66700,61500,16700,31500,86800,126500,284400,63000,53000,18400,33700,78200,110600,267500
26303,Turtle Mountain UT,ND,899,37800,27700,1100,8600,55800,88300,153300,44300,33700,8100,20100,58700,85900,196600
26304,Minot,ND,3265,63100,52900,12300,28000,85700,116200,239300,69400,59000,21100,37800,81100,111500,299900
26305,Rugby,ND,533,66700,58500,12300,31900,89400,118400,242800,63000,50900,18300,32000,77300,102100,380300
26401,Ekalaka,SD,,,,,,,,,,,,,,,
26402,Baker,MT,,,,,,,,,,,,,,,
26403,Bowman,ND,,,,,,,,,,,,,,,
26404,Lemmon,ND,450,65500,58000,14500,30100,90000,118500,257400,54300,44300,17700,29800,65100,90500,243600
26405,Scobey,MT,,,,,,,,,,,,,,,
26406,Wolf Point,MT,600,41300,30400,200,10200,61200,97200,175800,41700,34500,9200,19000,58900,81400,132800
26407,Plentywood,MT,,,,,,,,,,,,,,,
26408,Glasgow,MT,658,53300,44900,6600,19900,77700,111400,193200,55600,48500,15300,28300,74300,101100,210300
26409,Glendive,MT,590,64800,54000,10500,25700,87700,132000,266000,59300,53800,19300,32800,77900,98400,204700
26410,Dickinson,ND,1346,75700,65800,15100,33900,101700,133000,306400,64500,56000,20300,34300,79800,105100,252900
26411,Sidney,ND,1127,65400,55200,7700,25500,91600,122900,274400,55700,48700,16200,29800,73800,93200,210200
26412,Williston,ND,1316,82200,62700,11000,31500,104200,146300,405800,67000,58900,18800,36300,83500,110700,259800
26501,Brookings,SD,1600,56100,49100,11400,27600,76700,100200,191900,75700,63300,24700,41900,86600,116200,327300
26502,Madison,SD,681,57900,52500,14800,28300,78000,108300,217200,67000,54900,21500,36600,80700,108100,262400
26503,Sioux Falls,SD,7866,56400,45900,10200,24800,75400,107200,222000,95600,70600,25700,44200,100500,149600,629000
26504,Watertown,SD,1962,57600,52000,12900,28200,75500,104200,214000,68900,56700,23300,36100,78600,116600,339300
26601,Milbank,MN,915,60200,51500,14400,29100,80500,112000,198000,63900,54600,21300,34900,76300,105000,272400
26602,Sisseton,SD,954,50000,43100,2200,18500,72600,104400,189800,50800,44800,16100,27100,67300,90000,194600
26603,East Corson UT,SD,396,27000,16200,0,2200,37500,78900,148200,40500,29800,7400,17200,47000,73600,149200
26604,Mobridge,SD,344,55000,47600,7000,25000,73900,99100,241200,50700,46300,13900,28600,66400,87800,149600
26605,Aberdeen,SD,2298,60000,49300,11100,26000,77800,109500,218000,75400,59000,22600,37100,85100,120400,423300
26701,Bemidji,MN,4536,46700,37500,3700,17200,66400,96500,184300,61700,49800,15200,27500,77800,108800,268300
26702,Grafton,ND,1468,61600,53100,12700,28700,83900,115600,218900,69000,57000,20500,36400,82200,112500,267600
26703,Thief River Falls,MN,1345,58500,49500,13000,28600,78300,108000,252400,67700,56300,21700,34300,80300,107000,316200
26704,Grand Forks,ND,4628,58700,46700,10500,24800,79500,109200,241700,79400,65500,23300,42700,91900,125500,340800
26801,Fargo,ND,7825,60300,49600,10900,26200,80700,112800,248300,91900,71200,25100,45700,101100,149800,495100
26802,Lisbon,ND,688,68700,58100,17000,35500,88000,120300,347900,67700,62000,23700,40300,79300,105500,266100
26803,Jamestown,ND,1652,62200,54600,13200,29000,84400,113000,233100,69700,58600,21200,36700,83300,112000,327300
26804,Cooperstown,ND,,,,,,,,,,,,,,,
26901,Fergus Falls,MN,5214,57500,50000,11700,26900,78100,109200,215500,71600,60100,22100,36700,83600,113800,356600
26902,Little Falls,MN,3501,52100,45600,8900,23800,72900,100100,183200,59100,51100,18500,31300,72800,99200,237900
27001,O'Neill,NE,799,55800,49500,12700,28600,76100,108100,196400,51000,43500,17000,27800,63300,90000,199100
27002,Ord,NE,519,58300,52900,12000,28500,79400,109200,182800,53300,43300,14300,26000,66000,100100,240100
27003,Ainsworth,NE,275,57000,47500,11300,26200,75500,108500,205500,45000,36400,14700,22200,58000,84000,159900
27004,Winner,SD,546,53200,43600,5800,22300,72600,108900,220800,48800,40400,14600,24700,60600,82100,217600
27005,Yankton,SD,2166,60600,52800,13800,30500,80000,107000,215000,61900,52400,21100,32600,76200,102800,270800
27006,Mitchell,SD,1264,58600,49300,9200,25200,76500,101600,180300,69000,53400,18900,32800,77000,109800,377500
27007,Huron,SD,872,55100,48100,10700,26600,72100,104200,200400,64800,54900,19800,32900,77500,106300,312100
27008,Parkston,SD,947,53700,44800,5800,23800,76700,102900,187900,57100,48800,16500,28000,70700,94900,234000
27009,Chamberlain,SD,541,41700,31800,1800,11000,62000,92500,208900,52000,41100,13900,24900,65800,94500,226500
27010,Miller,SD,,,,,,,,,,,,,,,
