Online Data Table VII,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Parent and Child Income Distributions by Commuting Zone,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Notes: This table presents selected characteristics of the income distribution for parents and children by CZ. Column (3) reports the population (from the 2000 census). Columns 5-11 report statistics of the child family income distribution (measured as the 2011-12 mean) for our core sample (1980-82 birth cohorts). Columns 12-18 report statistics of the parent family income distribution (1996-2000 mean) for parents of children in the core sample.  All values are in 2012 dollars and are rounded to the nearest $100.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CZ,CZ Name,State,Children in 1980-82 Cohorts,Mean Child Income,Median Child Income,Child Income P10,Child Income P25,Child Income P75,Child Income P90,Child Income P99,Mean Parent Income,Median Parent Income,Parent Income P10,Parent Income P25,Parent Income P75,Parent Income P90,Parent Income P99
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18)
,,,,,,,,,,,,,,,,,
27011,Pierre,SD,956,53800,46200,8400,23900,73700,101700,225300,74300,62500,21300,37400,88600,123300,348500
27012,Gettysburg,SD,,,,,,,,,,,,,,,
27101,Willmar,MN,3977,56400,49600,11300,26700,77300,106000,212900,73800,62600,24100,40600,87500,121500,355900
27102,Marshall,MN,2448,62300,53000,13200,29400,79900,106800,209400,71600,59500,22200,37200,83600,116500,295600
27201,Sioux Center,IA,2941,63900,57200,16900,34000,83600,112300,240500,76100,60100,27000,41900,79900,112000,353000
27202,Worthington,MN,2562,57200,51000,13000,27700,77100,107400,192000,64100,57300,22700,36800,77200,100900,236800
27301,Spencer,IA,2713,60200,49800,12200,27200,79300,113000,244500,75300,57800,22900,38000,81200,115200,485100
27302,Fairmont,MN,2357,55700,47700,11600,25600,75200,104100,217000,65100,57200,21200,35800,77600,103500,284600
27401,Storm Lake,IA,2308,62600,54100,13100,29800,81600,111300,233100,68300,56500,22600,37500,80600,111500,305300
27402,Fort Dodge,IA,4236,56000,46600,8400,23100,76800,108300,213500,71600,60600,21200,38200,84400,111800,271100
27501,Des Moines,IA,21219,56400,45200,6900,22400,77700,110000,224500,100500,75900,24200,45000,109600,159200,601200
27502,Creston,IA,1450,51000,41500,7100,21300,70000,98300,185800,60100,50800,19700,30900,74000,98300,286500
27503,Atlantic,IA,1480,61600,49900,11300,27100,76600,110300,229500,65200,55300,20500,35600,78200,110900,261100
27504,Carroll,IA,2239,62200,53300,13000,29000,83600,118300,255700,65400,57300,20900,36900,78400,106200,326600
27601,Rapid City,SD,6991,49200,39000,6500,18800,67900,97700,192600,70900,56400,17900,32900,83400,115800,406300
27602,Eagle Butte,SD,408,29500,20300,0,4000,45300,73900,145100,39000,31000,11000,20800,50100,77000,148000
27603,Southwest Jackson UT,SD,276,46000,37000,1400,16500,70600,92100,153900,49900,43900,15100,26300,64000,83100,228700
27604,Murdo,SD,,,,,,,,,,,,,,,
27605,Mission,SD,491,18300,9300,0,700,26700,52500,102500,32600,25300,5600,11800,42800,71200,128800
27701,Scottsbluff,NE,3023,52700,43000,7600,22700,73900,101900,196700,64300,55600,16100,31000,83400,112700,250600
27702,Cheyenne,WY,3944,49900,40100,6000,19800,68300,102500,187700,77100,63100,20200,37300,92900,126200,343100
27703,Torrington,WY,951,51800,44600,6400,20800,75400,102300,175000,58200,51600,15200,29900,78000,105400,199000
27704,Gordon,SD,1113,30800,19900,0,3100,43000,76800,161800,39700,33200,8900,18800,52600,75000,143500
27801,Virginia Beach,NE,2738,56800,48700,10400,25900,75800,101800,244400,73900,61000,23100,39200,86400,114000,304800
27802,Columbus,NE,3023,60700,51800,12600,28200,81400,111700,208600,67700,59000,25000,38200,81200,108700,281900
27901,Hastings,NE,1707,55900,47100,10100,25100,76100,109700,202100,75900,60400,20800,38000,83800,118200,391800
27902,York,NE,1197,60000,54100,13400,29700,82000,111200,203800,69700,60300,22500,39300,83400,111000,282500
27903,Grand Island,NE,3384,56100,44900,9500,23800,74600,102600,201700,71600,58200,21100,35800,82400,111700,376300
28001,Sioux City,IA,8192,56700,45200,8500,22600,74400,105000,227700,79900,62600,21700,38100,90800,130000,471700
28002,West Point,NE,1139,52100,43400,3000,20000,74800,105900,208900,57200,50100,16300,31000,73600,96000,253300
28101,Lincoln,NE,11072,54200,44000,7400,21800,73600,102700,218600,93500,71700,24900,44900,101600,142500,501700
28102,Nebraska City,NE,1658,54900,48900,9500,25400,80000,105100,175000,64300,56700,20800,36000,83100,109000,220800
28201,Red Oak,IA,2035,53700,45900,10300,24100,73700,102800,210200,62900,56100,19800,33300,76800,100600,226000
28202,Omaha,NE,32266,52700,41400,5800,19700,73500,105600,218600,101900,72600,22100,41700,106900,155500,591900
28301,Sterling,CO,1679,53900,44700,7900,23500,74000,103100,209700,64300,50200,16800,29900,73300,111200,292200
28302,Ogallala,NE,796,56700,48000,11500,25800,77900,106200,215300,63200,53300,19900,33200,75700,101500,248600
28303,Oshkosh,NE,,,,,,,,,,,,,,,
28304,Valentine,NE,389,50400,42800,8400,22100,68200,99800,182800,52900,43500,16000,26800,64600,91400,355100
28305,Broken Bow,NE,617,54000,46500,13700,28800,73000,99500,190500,49500,41200,16100,25400,63700,87500,171800
28306,North Platte,NE,1620,51700,44000,9300,22600,74900,99300,173300,76100,67600,21200,38700,98200,126400,245000
28401,Colorado Springs,CO,21823,45000,35100,4000,16200,62600,94500,188200,87100,67000,20200,38200,103000,149800,456700
28402,Limon,CO,,,,,,,,,,,,,,,
28501,Springfield,CO,,,,,,,,,,,,,,,
28502,Pueblo,CO,7107,41400,31200,1700,13600,58800,89500,173700,62700,48100,13300,25800,75700,108000,309400
28503,Trinidad,CO,847,42500,32400,1500,13700,62100,96500,186000,46000,36900,11700,19800,62000,91800,176500
28504,Burlington,CO,523,59600,48100,12800,26200,77200,103900,378900,58800,47500,16900,28400,72800,101700,248200
28601,Oberlin,KS,309,58400,48400,14700,26200,75900,110200,245600,52000,45200,17700,29300,68400,95000,172500
28602,Norton,KS,257,48500,40600,10500,22700,69200,96100,151900,55700,49100,18900,29200,70100,95600,202400
28603,Phillipsburg,KS,467,56300,50500,12800,25400,75900,104000,181300,58600,48500,18700,31500,69400,94200,230500
28604,Colby,KS,802,57300,49700,13000,28700,79700,105100,194000,64600,57700,21700,36400,81900,109600,266700
28605,Goodland,KS,379,51000,45300,7700,20800,69900,99900,217500,63600,52400,19000,31200,76200,96300,388300
28606,Wano,KS,,,,,,,,,,,,,,,
28607,McCook,NE,928,54300,46500,10000,25700,73300,101100,203000,62600,51300,18300,33400,75700,102000,334300
28608,Kearney,NE,2280,56500,47800,10500,26000,76300,103600,211500,79500,62200,21500,38200,88900,122700,384200
28609,Lexington,NE,2151,51800,43700,10000,24100,71900,100600,184700,58000,50500,18500,31100,70700,96900,251900
28701,Salida,CO,554,48000,38400,6600,20000,66800,93900,216400,65800,56700,19700,34600,80200,119200,250300
28702,Glenwood Springs,CO,3662,51300,40200,5300,18200,71300,107900,228500,138400,73200,23700,42500,109900,206900,869300
28703,Granby,CO,423,44000,38500,3500,17300,63100,90000,147900,77100,65100,18600,36600,93600,128300,448700
28704,Laramie,WY,1045,49300,41100,6600,20300,72700,102000,200900,90000,62200,21500,35300,93000,131200,329200
28800,Fort Collins,CO,16004,50900,39500,5100,18800,69500,101800,210300,87400,68500,20800,38400,103600,150700,439600
28900,Denver,CO,80257,51100,38200,4000,17700,69400,104900,226100,116100,79400,22900,43900,122300,189100,709100
29001,Pratt,KS,871,55400,47400,11300,26300,74500,107400,206000,68100,59000,21700,36800,82700,112500,278200
29002,Coldwater,KS,,,,,,,,,,,,,,,
29003,Dodge City,KS,1732,50300,40400,6500,20700,69700,100600,204700,66500,53800,18300,31000,81800,116500,307600
29004,Great Bend,KS,2108,52000,45500,8700,23500,73200,98400,187300,61500,55000,19400,34300,77600,103300,214100
29005,Hutchinson,KS,3343,48000,39400,6700,20100,66500,95900,193400,71900,59500,19700,36600,85400,116700,363300
29006,Hays,KS,1588,57900,48900,11900,26300,80600,107400,227800,72700,61100,21000,39000,85500,116400,378700
29007,Township 11,KS,409,52000,43100,10300,23200,72400,99900,200100,57200,51800,16400,32100,71000,91000,160700
29008,Center,KS,291,60500,50900,9200,27400,82200,115900,257800,58000,52700,15700,31800,75400,99900,178500
29101,Concordia,KS,833,56400,48300,9300,25800,74500,100200,208500,60400,51000,18300,32400,71000,95000,335300
29102,Superior,NE,553,65400,54800,14000,31700,85100,112100,238600,70500,50300,21300,32400,73600,97800,420000
29103,Beloit,KS,522,60700,49500,14400,30300,80000,118600,239900,63700,55800,20200,34100,77300,100800,206200
29104,Salina,KS,2538,48300,38100,5800,19200,68300,95600,189700,75800,61000,20300,37300,86600,120300,393600
29201,Hiawatha,KS,1029,61900,55200,14100,29500,82700,110500,209700,63700,54300,21700,33900,75600,102200,355200
29202,Marysville,KS,846,59600,53900,13800,30700,79500,105900,205500,65300,54100,18600,33700,77300,108800,267700
29203,Manhattan,KS,5252,48700,37800,5900,18500,66100,97200,191700,67900,58000,19900,35600,83800,116200,277800
29204,Topeka,KS,12135,48900,37400,5000,17700,68800,100000,199300,82600,67400,20700,39000,98300,137700,431100
29301,Wichita,KS,21826,48200,37900,5000,17500,67600,97300,196300,91400,74400,21900,42900,105000,143400,489200
29302,Newton,KS,3406,51900,44000,9000,23200,71300,100700,194100,74100,66500,24000,43500,90800,118100,283000
29303,Winfield,KS,2202,46200,37100,5800,18400,64300,94600,177800,66000,54200,18100,32300,80500,104200,255000
29401,Ottawa,KS,2237,47400,38100,5600,18400,64600,94800,184900,61500,54200,19200,32900,78700,103000,204300
29402,Emporia,KS,1961,50800,41000,7600,21400,69100,102400,200900,69000,60000,20600,35700,87800,116900,270600
29403,Bartlesville,KS,6196,47000,36600,3700,16300,66200,97000,194000,66000,53700,16500,30000,81300,119000,303300
29501,Leavenworth,KS,3390,47700,38400,4000,17700,68300,98800,182900,76100,69100,22400,42400,97600,126900,250500
29502,Kansas City,MO,67521,50000,36900,3700,16200,68300,101700,219100,97500,71600,20100,38400,109700,160900,568600
29503,St. Joseph,MO,6284,53700,37500,3800,17100,65400,94400,173200,67800,56200,17500,32600,83100,115300,327200
29504,Sedalia,MO,3230,43400,33400,3700,15200,60000,90800,185300,56000,46700,14300,26200,71100,99300,243500
29505,Polk,MO,1292,54200,46500,9400,25500,74100,102000,195600,61500,53000,18600,33600,77600,102200,296700
29506,Bethany,MO,722,46100,40700,6900,20800,63900,91300,155400,50400,43300,16300,26200,64400,87400,147800
29601,Columbia,MO,10737,49200,37700,5000,18000,67500,97600,212900,81200,64400,20000,37000,95300,135000,410200
29602,Eldon,MO,2656,40200,31300,3500,14600,56300,83500,168600,53400,41400,13500,23300,65900,97700,279000
29700,Springfield,MO,16009,42300,32400,3600,15300,58000,86600,187600,67600,49100,14900,27500,77500,114000,432300
29800,Aurora,MO,4732,39600,31400,2700,14100,56000,81800,158500,51700,41200,13600,23100,64100,89100,240200
29901,Joplin,MO,10466,42900,34000,4200,15400,59700,87400,184400,61500,46800,14700,26300,72200,103300,316600
29902,Center,MO,2219,43500,33900,4800,16100,58900,87400,177000,50700,43200,13900,23600,64800,89900,208300
30000,Russellville,AR,5350,42200,31700,2500,13600,59300,89100,179100,57800,42400,14000,23600,70700,106200,300200
30100,Fort Smith,AR,12838,42100,31800,2300,13400,59800,90700,189700,56300,42000,12400,22600,69900,99800,329800
30200,Muskogee,OK,6177,38400,29200,1700,12300,55400,83400,173700,53800,38100,11100,20100,66600,95500,239400
30300,Fayetteville,AR,12872,48000,33700,3100,14900,62800,95300,193900,76700,49000,15200,26700,78600,121300,430100
30401,Stillwater,OK,2782,56400,38600,4400,17200,69000,102800,206300,67700,53100,14900,29100,85400,121800,286600
30402,Tulsa,OK,36434,47000,34600,2300,14900,64300,98200,224600,80000,56600,15000,29000,92200,137300,488200
30403,Okmulgee,OK,2061,39200,30900,800,12700,55800,84100,175700,48600,38600,11700,20600,64100,91800,186900
30501,Woodward,OK,1265,59800,48800,7400,23100,81900,113600,277600,62900,53600,16600,30500,77700,107400,235100
30502,Enid,OK,4451,54300,43200,6100,20800,74100,105900,232500,58300,47100,15500,27100,72400,100700,266200
30601,El Paso,TX,35086,39500,29400,3800,14600,53100,85600,169200,52500,32800,10800,18200,63200,103200,297000
30602,Alamogordo,NM,2912,40100,29000,2600,13500,56000,86500,182500,53600,43200,12500,23800,70500,98500,213200
30603,Truth or Consequences,NM,350,36400,25500,1200,9500,48700,81100,170300,39900,30900,9600,17800,53700,78800,145700
30604,Deming,NM,2562,37600,29600,1000,11300,55900,83700,146400,49200,41400,10800,20000,66500,91300,198800
30605,Van Horn,TX,,,,,,,,,,,,,,,
30701,Roswell,NM,5366,46200,33400,1900,13900,62600,93700,198500,57400,43300,11900,22000,71900,104100,303200
30702,Santa Rosa,NM,306,39300,31500,3600,12400,57900,82000,132100,40600,30900,9100,17400,52800,75700,130100
30801,Hobbs,NM,4532,51900,41100,4200,18000,74100,105700,213500,57300,44600,11900,23500,74800,105200,237800
30802,Lubbock,TX,11604,43900,31100,2500,13900,61600,95700,206100,65700,43500,12800,22500,80000,122500,423900
30901,Clovis,NM,3308,42100,32200,3200,14300,60500,90500,160500,54200,40600,12000,22700,66000,94800,208500
30902,Littlefield,TX,1560,45900,35100,6000,17700,63500,98000,192600,49700,34900,12100,21100,63100,97700,256100
30903,Amarillo,TX,9990,46200,34700,3100,15600,64400,98000,200900,75200,51500,14400,26500,87300,125400,507800
30904,Pampa,TX,2831,57900,48200,6900,22700,79000,112500,228800,72400,62300,17600,34700,94100,121000,282200
30905,Wellington,TX,378,55200,43100,7900,20000,74400,110600,260400,54900,45600,13100,25000,71000,99700,317400
30906,Memphis,TX,367,43700,37300,4800,17700,62800,90800,143000,44400,33700,11100,18700,60800,84900,131100
30907,Matador,TX,,,,,,,,,,,,,,,
30908,Plainview,TX,2577,42000,31900,5400,16400,57600,89300,177200,48900,34600,12600,21800,61400,98100,213300
31001,Garden City,KS,2094,48600,40400,7400,19900,69000,99700,181500,69600,56300,19200,32500,86200,117500,344800
31002,Ulysses,KS,779,57600,45000,7900,22400,78600,107900,279900,70800,63100,22400,36300,93000,123500,263700
31003,Scott City,KS,485,56100,46500,12600,26300,76800,104400,236900,65800,56100,21600,35500,81000,116600,294600
31004,Liberal,KS,1331,51400,43900,9200,22100,73700,98600,175900,67100,56800,20400,33700,83800,115300,288700
31005,Perryton,TX,895,62300,53300,9700,26300,84700,119400,268600,62400,50700,16300,30000,80200,108400,321300
31006,Guymon,OK,1186,51500,44100,7000,20800,74800,101600,177300,62000,53400,17400,29800,81100,109200,231000
31007,Dumas,TX,1349,49200,41700,6300,19100,73400,104200,188900,59600,49300,18000,29700,77100,107400,238900
31101,Victoria,TX,7314,51400,38200,5000,17000,74000,108700,221900,68900,50900,13800,25300,86500,122200,351200
31102,La Grange,TX,1751,54300,42100,7400,20300,77200,113100,214500,73400,49600,14600,25600,80500,111700,336500
31103,Gonzales,TX,772,42200,29800,2600,13800,56100,88900,215500,46100,32500,10500,18300,58700,83600,150000
31201,Austin,TX,40063,47600,33900,2400,15100,64200,100900,232100,106000,64600,17800,32400,107900,171000,701600
31202,Burnet,TX,1506,42200,32500,2800,15200,59500,92400,176000,59500,43700,13500,23200,74900,105600,305700
31301,San Antonio,TX,66248,42200,30300,2800,14200,56600,90800,194900,69000,44900,13000,23100,81900,125800,420000
31302,Beeville,TX,1769,45100,33800,4800,15500,61300,98900,189700,52900,38700,10700,20000,67200,96500,231800
31303,Kerrville,TX,2180,46800,34300,3000,16100,64100,99000,208400,63400,45200,14400,23700,75500,114100,369900
31304,Mason,TX,,,,,,,,,,,,,,,
31401,Midland,TX,12919,58700,44700,6300,20400,79800,117100,263300,74100,49800,13300,25400,87000,133000,503600
31402,Pecos,TX,1700,53200,44700,6800,20500,77700,109400,193200,51600,38700,12000,20800,63400,95600,218400
31403,Fort Stockton,TX,1026,54100,42800,6700,19300,74300,103700,208400,52100,38600,11000,20200,69500,103300,219800
31404,Alpine,TX,689,48200,39800,7000,20200,70200,93500,178300,45900,34800,9800,17100,59800,90900,225900
31501,Crystal City,TX,1092,40700,27200,2900,13500,49600,83100,174100,31000,20300,6200,12600,36700,62000,138400
31502,Pearsall,TX,921,40700,30400,5100,15200,51900,85600,163800,38800,26800,8500,15100,48600,81400,171400
31503,Laredo,TX,8586,40000,28700,4200,14800,54100,88000,168200,50500,26800,9600,15800,51500,94500,355100
31600,Brownsville,TX,38719,37500,26900,4900,14500,49600,82800,162100,40700,23200,8500,14200,43600,84200,248500
31700,Corpus Christi,TX,23247,45200,31900,3700,14500,62200,98000,201900,60600,40400,11000,20100,76300,113900,331700
31800,College Station,TX,6507,45600,33000,2700,14600,62900,94600,206900,69600,49500,14500,25100,85700,130300,375100
31900,Pearland,TX,14091,51900,40100,4700,17400,75000,110100,201900,76500,63100,16700,31900,102300,139500,304100
32000,Houston,TX,166343,51300,35400,3000,15300,69200,109400,248700,93400,56800,15000,27800,105100,165500,645300
32100,Beaumont,TX,20998,47500,34300,3400,14500,67700,104000,203900,67500,50900,12400,23600,88000,122800,317700
32201,Huntsville,TX,6738,42500,30700,1900,12900,60300,91900,190200,60100,41000,12200,22000,72100,106200,408100
32202,Nacogdoches,TX,3820,44800,32700,1600,13300,62000,95800,205200,55000,37300,10900,19000,67300,102900,344300
32301,San Angelo,TX,4788,47000,34100,3100,14800,64700,97700,206900,63900,46600,13700,24400,78000,112900,368500
32302,Brady,TX,1037,47100,37700,4500,17600,66600,94400,191500,52700,36200,12700,20500,63600,92000,216900
32303,Junction,TX,277,36800,25800,500,11500,53300,82500,187300,41700,30600,10400,15900,57400,84200,159400
32304,Uvalde,TX,1630,47700,32300,5100,15300,62300,95500,205600,49700,31100,10700,16600,60700,98600,309100
32305,Del Rio,TX,2071,43100,33900,5000,16300,62100,89900,159100,43900,28100,8900,16200,58300,98600,196800
32306,Eagle Pass,TX,2213,37700,30900,5800,15900,49800,80100,143100,31800,21800,7800,13700,35900,65300,138100
32401,Big Spring,TX,2408,50800,39700,3900,18000,71400,105400,212600,57100,43100,11600,21900,73600,106600,283000
32402,Sweetwater,TX,956,45700,36500,6400,17000,63100,94300,206500,49100,36300,11100,19400,66700,96400,206800
32403,Snyder,TX,1209,55700,43400,5600,19700,75300,103400,205400,59000,48800,14500,26200,77700,107100,217500
32501,Abilene,TX,8009,46400,36100,3600,16300,64400,95400,196000,60800,45500,13700,24400,73900,106600,333100
32502,Childress,TX,346,41800,32100,4800,16400,57800,87500,149100,43700,33800,11700,19600,61900,84500,133200
32503,Haskell,TX,649,46800,37900,5900,17800,65600,99000,185200,47300,38300,10100,20400,61800,89800,220200
32601,Wichita Falls,TX,5581,46900,37000,3500,16300,67100,98600,186400,72000,56600,16600,31500,83000,114400,493600
32602,Graham,TX,1201,56100,44800,5200,18600,77700,112800,221400,53500,43700,13400,23500,67300,96200,274100
32603,Seymour,TX,,,,,,,,,,,,,,,
32604,Vernon,TX,895,42300,31600,2500,15200,60900,92700,186000,70100,40200,14400,22700,70100,98400,184000
32701,Brownwood,TX,2275,44600,34900,3800,14800,64600,93100,181000,53800,41600,13200,22500,68900,98000,245400
32702,Stephenville,TX,1834,48000,39600,5600,18900,66500,94500,217800,59500,42100,14700,24800,70700,106100,262000
32801,Waco,TX,10912,42600,30200,1700,13200,59400,92100,187800,63400,45200,12500,23000,77200,113500,360100
32802,Corsicana,TX,3722,49000,34400,3000,14500,69200,101800,211700,55400,42800,12400,22300,75600,106800,230000
32900,Killeen,TX,12453,41900,30800,2400,14100,57200,89400,187300,61300,49800,16100,29700,75600,108200,286400
33000,Fort Worth,TX,64571,49600,36100,3200,15800,67800,103200,225100,91100,62100,17100,31800,103800,159000,525800
33100,Dallas,TX,114423,48500,34200,2600,15200,65500,102900,237100,105100,61800,16800,31000,110600,179700,775500
33200,Paris,TX,7173,41800,30800,1800,12900,59700,92400,181900,57100,44700,12900,23000,74300,103600,259700
33300,Tyler,TX,15885,45500,33300,2100,14200,64500,98400,197800,64800,46600,13400,23900,78800,114900,398800
33400,Longview,TX,12446,47300,35000,2900,14500,67900,101700,204600,63700,47100,13100,23100,80200,114600,364600
33500,Texarkana,TX,9851,42600,30500,1600,12500,60700,91900,187300,58700,43700,12000,21700,77100,108200,301900
33601,Lawton,OK,6975,45600,34100,2200,14900,63200,95900,197100,57200,46400,13400,25000,73600,102800,216600
33602,Altus,OK,2027,44800,34500,3400,16300,63300,94800,184400,50700,41300,12200,22100,66700,91400,184600
33603,Frederick,OK,430,41400,30700,2000,14900,59400,83800,220200,38600,29600,11500,18700,51500,73500,153600
33700,Ardmore,OK,4840,46400,36500,3700,15900,66500,96700,192200,52800,41300,11600,21900,69800,96400,264400
33801,Elk City,OK,2630,56800,45000,3200,18800,80600,116400,243500,52400,42300,12400,22800,70500,98700,198800
33802,Chickasha,OK,3258,46900,36200,2500,15600,67800,100100,205800,52700,42100,11500,22300,71300,97700,241100
33803,Oklahoma City,OK,45411,47400,34500,2500,15000,64400,98000,223000,74000,54400,14200,27500,88800,128200,429100
33901,Ada,OK,2613,46700,33800,3700,15000,63000,93400,193900,48700,36700,10800,19700,61200,92600,238000
33902,Sherman,TX,6933,43100,33000,2000,14200,60700,92700,198300,62700,50500,13300,25700,81500,113200,295300
34001,Hot Springs,AR,7367,39200,28200,2200,12200,55200,86900,179200,56200,40300,12300,21400,67900,100700,313300
34002,Idabel,OK,4100,39000,29900,1500,12300,56500,84300,158100,42700,32400,10000,18300,56300,84300,191600
34101,Sand Point,AK,,,,,,,,,,,,,,,
34102,Anchorage,AK,15326,55400,42500,4300,19300,76800,113100,209000,99300,82000,24300,47400,122000,169500,478800
34103,Valdez,AK,479,52600,43400,3800,20500,77600,111200,172700,88400,80300,21900,45000,122300,163200,232100
34104,Bristol Bay,AK,,,,,,,,,,,,,,,
34105,Kotzebue,AK,283,32500,21700,0,4900,47400,87700,143900,60500,54500,16000,32700,86100,113500,166000
34106,Nome,AK,363,33400,23800,600,6900,48700,86000,146900,67800,54700,16500,29000,87400,138500,274200
34107,Dillingham,AK,265,40100,29600,1500,9500,56600,92300,171300,54900,44800,15000,24000,71400,110700,185500
34108,Kodiak,AK,601,49600,38500,4800,17700,71900,109000,190300,89100,70500,24200,43000,99100,139800,448500
34109,Juneau,AK,1602,58700,40800,4600,18500,72500,107600,218000,96600,87700,28700,52700,121900,163000,336500
34110,Sitka,AK,692,43700,36000,3000,13900,64500,89300,163700,81400,75600,28000,46500,105100,130000,286500
34111,Ketchikan,AK,950,45600,34700,1600,15100,63800,101100,162900,84400,74500,21500,43100,108000,141500,363800
34112,Bethel,AK,892,29700,20600,500,6800,42600,71000,144600,55900,40600,12900,23000,74300,114300,245700
34113,Barrow,AK,313,42300,32400,500,7400,64600,93200,201900,109400,101700,35300,61800,143400,193700,297900
34114,Unalaska,AK,,,,,,,,,,,,,,,
34115,Fairbanks,AK,4243,53700,41200,5300,19000,73700,107800,200500,87300,76700,24400,46900,109900,145600,333600
34201,Havre,MT,1298,44400,35700,3300,13500,65700,95400,189100,56600,48100,13300,25300,75700,102500,274000
34202,Shelby,MT,1246,39400,29100,200,10600,61800,88100,164200,49000,40600,9900,21500,65900,93500,205900
34203,Great Falls,MT,3950,47600,38000,5900,18700,66500,97500,185900,66400,52900,16800,31100,80100,113200,375100
34204,Lewistown,MT,606,50100,40900,6800,19700,71100,98900,206000,54500,45100,15800,25700,69900,98500,273300
34301,Cody,WY,1777,55400,45600,9300,23900,73800,104000,203100,66700,55600,17300,33300,81300,110200,315800
34302,Worland,WY,663,55400,48100,7300,20000,78400,110700,200600,70800,58000,18800,33700,81100,106500,261500
34303,Riverton,WY,1789,50600,39500,2300,15200,73000,106200,186300,60500,47500,12600,24400,75000,105200,301700
34304,Sheridan,WY,2059,49200,39100,2100,14500,69800,102600,220600,74700,51700,15200,27600,81800,114000,326300
34305,Miles City,MT,625,51300,44500,9000,21300,72300,99900,202500,61100,51900,16500,28600,78200,102700,273300
34306,Jordan,MT,,,,,,,,,,,,,,,
34307,Colstrip,MT,662,45600,36200,2100,15700,67100,98600,163700,58600,51900,14500,27600,81100,103600,188500
34308,Billings,MT,6223,52300,40800,6100,19800,71300,103700,209900,77600,60300,18100,34100,89500,131900,455000
34309,Harlowton,MT,,,,,,,,,,,,,,,
34401,Dillon,MT,418,50500,38900,7000,20000,64700,104100,230800,67200,50700,18100,30500,77100,111600,350200
34402,Bozeman,MT,3232,47600,37600,6000,19000,65300,94900,197100,74100,56700,18800,33200,84200,126100,511800
34403,Helena,MT,3077,47800,38600,6200,18400,67600,96000,184900,74100,61600,20200,36800,90400,122500,322200
34404,Butte-Silver Bow,MT,2086,51700,39400,6300,18600,71400,105200,229700,66400,56400,14700,27400,84000,117600,335500
34501,Bonners Ferry,ID,458,41300,36100,3300,16500,58300,86200,137100,52100,42100,12900,24200,62800,94600,169700
34502,Libby,MT,897,44500,35900,4200,15700,64200,92500,164200,51400,43800,12100,24000,65300,92100,220500
34503,Kalispell,MT,4902,43600,33800,4300,15400,60500,93300,175200,64000,48800,13900,25900,78000,110500,340400
34504,Missoula,MT,5159,46500,35600,4600,16400,63800,96500,198200,69800,55000,15900,29700,84400,123900,378700
34601,Gillette,WY,2583,65000,58600,9600,27100,89400,118100,255800,84500,76400,24300,47600,101800,129200,332700
34602,Rawlins,WY,758,52700,43200,7600,20800,76900,107100,184600,66400,63200,19500,38800,87600,113600,188100
34603,Casper,WY,3629,58300,47800,6600,21300,81700,114700,220600,80500,61600,17100,34400,91100,127000,400900
34604,Lusk,WY,,,,,,,,,,,,,,,
34701,Honolulu,HI,27530,48200,37600,3200,18000,65800,100700,199500,84300,67800,18700,37600,106100,147500,391900
34702,Kapaa,HI,2279,44000,35200,3400,16300,58800,89700,203700,63800,55000,16100,31600,82700,115200,245400
34703,Kahului,HI,4248,42600,33000,1400,14400,58300,88200,176800,71400,58000,17000,32500,88900,123300,354400
34801,Las Vegas,NM,1982,36900,27700,2000,12600,51900,82700,162000,43300,31600,11000,19700,56600,83700,211900
34802,Santa Fe,NM,8021,40200,30500,900,12000,56700,90000,176400,73500,52300,14500,26200,92400,140100,373100
34803,Tucumcari,NM,489,38100,30700,2600,13600,56500,83300,134400,46200,33200,9300,17700,59300,91900,234400
34804,Clayton,NM,,,,,,,,,,,,,,,
34805,Alamosa,CO,2056,41500,33500,3900,16000,58700,86400,162500,50900,37200,12200,20100,64200,96900,262600
34901,Albuquerque,NM,27264,41200,30800,1200,12600,57600,90200,191100,73400,54800,14200,27800,92300,136800,379400
34902,Socorro,NM,750,35400,26800,900,11700,52400,79600,139000,43400,31800,8200,17500,58500,87700,189300
35001,Phoenix,AZ,99240,44500,33700,1500,14100,61100,93900,197800,94300,63800,18200,33500,103900,156000,585200
35002,Safford,AZ,1801,44900,39400,3200,16100,66600,91600,151800,61100,57000,17100,33900,77700,98700,197200
35100,Tucson,AZ,32250,41600,29900,1300,13000,56500,89500,190500,71800,52500,14400,26700,86400,128100,394300
35201,Grand Junction,CO,7240,49300,39000,5000,17900,69000,100900,197300,71600,55500,16700,30600,84500,120400,408900
35202,Gunnison,CO,372,48700,39100,7100,20300,65300,94500,223900,90300,60500,18900,34100,97200,154400,846900
