CZ,CZ Name,State,Children in 1980-85 Cohorts,P(Child q1 |Par q1),P(Child q2 |Par q1),P(Child q3 |Par q1),P(Child q4 |Par q1),P(Child q5 |Par q1),P(Child q1 |Par q2),P(Child q2 |Par q2),P(Child q3 |Par q2),P(Child q4 |Par q2),P(Child q5 |Par q2),P(Child q1 |Par q3),P(Child q2 |Par q3),P(Child q3 |Par q3),P(Child q4 |Par q3),P(Child q5 |Par q3),P(Child q1 |Par q4),P(Child q2 |Par q4),P(Child q3 |Par q4),P(Child q4 |Par q4),P(Child q5 |Par q4),P(Child q1 |Par q5),P(Child q2 |Par q5),P(Child q3 |Par q5),P(Child q4 |Par q5),P(Child q5 |Par q5),P(Par q1),P(Par q2),P(Par q3),P(Par q4),P(Par q5),P(Child Q1),P(Child Q2),P(Child Q3),P(Child Q4),P(Child Q5)
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),(20),(21),(22),(23),(24),(25),(26),(27),(28),(29),(30),(31),(32),(33),(34),(35),(36),(37),(38),(39)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34103,Valdez,AK,995,0.304,0.192,0.176,0.168,0.16,0.2344828,0.2689655,0.1586207,0.1724138,0.1655172,0.1497326,0.197861,0.1871658,0.2192513,0.2459893,0.1588785,0.1401869,0.1775701,0.228972,0.2943925,0.1080247,0.154321,0.1728395,0.1944444,0.3703704,0.1256281,0.1457286,0.1879397,0.2150754,0.3256281,0.1698492,0.1809045,0.1748744,0.2,0.2743719
34104,Bristol Bay,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34105,Kotzebue,AK,625,0.5080645,0.1935484,0.1532258,0.0806452,0.0645161,0.4263566,0.2015504,0.1395349,0.1317829,0.1007752,0.3892618,0.2013423,0.1006711,0.1744967,0.1342282,0.3111111,0.1481481,0.1555556,0.1851852,0.2,0.1529412,0.1882353,0.1764706,0.2235294,0.2588235,0.1993569,0.2073955,0.2395498,0.2170418,0.1366559,0.3713826,0.1864952,0.1414791,0.1559485,0.1446945
34106,Nome,AK,839,0.4502924,0.2573099,0.1578947,0.0877193,0.0467836,0.4416244,0.2030457,0.1725888,0.1269035,0.0558376,0.3314917,0.198895,0.1657459,0.160221,0.1436464,0.1363636,0.2467532,0.1688312,0.2402597,0.2077922,0.1971831,0.0985916,0.2183099,0.1971831,0.2887324,0.2023669,0.2331361,0.2142012,0.1822485,0.1680473,0.3230769,0.2035503,0.1751479,0.1585799,0.139645
34107,Dillingham,AK,618,0.4276316,0.1776316,0.2105263,0.0723684,0.1118421,0.3032258,0.1806452,0.2193548,0.1419355,0.1548387,0.2012987,0.2012987,0.1818182,0.2272727,0.1883117,0.1808511,0.1914894,0.2659574,0.1595745,0.2021277,0.1746032,0.1587302,0.2063492,0.2539683,0.2063492,0.2459547,0.2508091,0.2491909,0.1521036,0.1019417,0.276699,0.184466,0.2135922,0.1601942,0.1650485
34108,Kodiak,AK,1315,0.2538462,0.1615385,0.2307692,0.2076923,0.1461539,0.2,0.2117647,0.2431373,0.1921569,0.1529412,0.2019544,0.1986971,0.2149837,0.208469,0.1758958,0.1627219,0.1568047,0.1804734,0.2071006,0.2928994,0.1578947,0.0982456,0.1859649,0.2491228,0.3087719,0.0988593,0.1939164,0.2334601,0.2570342,0.21673,0.1870722,0.165019,0.2068441,0.2136882,0.2273764
34109,Juneau,AK,3415,0.3263889,0.2048611,0.2118056,0.1319444,0.125,0.2429501,0.2147505,0.2169197,0.1691974,0.1561822,0.1911765,0.1797386,0.2058824,0.2156863,0.2075163,0.1395856,0.176663,0.219193,0.2366412,0.2279171,0.1336851,0.1389622,0.17854,0.2480211,0.3007916,0.0843338,0.1349927,0.1792094,0.2685212,0.3329429,0.1765739,0.1721815,0.2023426,0.2187409,0.2301611
34110,Sitka,AK,1404,0.2992126,0.2755905,0.1732284,0.1811024,0.0708661,0.2426778,0.251046,0.1966527,0.1882845,0.1213389,0.2296512,0.1889535,0.1918605,0.2063953,0.1831395,0.1766234,0.1766234,0.1714286,0.2623377,0.212987,0.1709677,0.116129,0.2,0.2516129,0.2612903,0.0903915,0.1701068,0.2448399,0.2740214,0.2206406,0.2106762,0.1879003,0.1871886,0.2263345,0.1879003
34111,Ketchikan,AK,1968,0.3831418,0.2222222,0.164751,0.1072797,0.1226054,0.2425249,0.2458472,0.1993355,0.2093023,0.10299,0.2420814,0.2058824,0.1696833,0.1968326,0.1855204,0.1582031,0.1757813,0.2246094,0.234375,0.2070313,0.1747788,0.1283186,0.2035398,0.2323009,0.2610619,0.1326219,0.1529472,0.2245935,0.2601626,0.2296748,0.2235772,0.1885163,0.1956301,0.2047764,0.1875
34112,Bethel,AK,2065,0.5040519,0.2171799,0.1523501,0.0745543,0.0518639,0.3636364,0.2659933,0.1902357,0.1228956,0.0572391,0.3096447,0.2385787,0.2106599,0.1573604,0.0837563,0.2625483,0.1814672,0.2084942,0.2084942,0.1389961,0.2189055,0.1442786,0.1641791,0.2288557,0.2437811,0.2987894,0.2876513,0.190799,0.1254237,0.0973366,0.368523,0.2237288,0.1825666,0.1360775,0.0891041
34113,Barrow,AK,740,0.52,0.14,0.14,0.1,0.1,0.3209876,0.1975309,0.2098765,0.1728395,0.0987654,0.3082707,0.1654135,0.1503759,0.1729323,0.2030075,0.3128834,0.1779141,0.1595092,0.1840491,0.1656442,0.1980831,0.1246006,0.1629393,0.2619808,0.2523962,0.0675676,0.1094595,0.1797297,0.2202703,0.422973,0.2783784,0.1527027,0.1635135,0.2081081,0.1972973
34114,Unalaska,AK,292,0.4347826,0.173913,0.173913,0.0869565,0.1304348,0.368421,0.1578947,0.2105263,0.1578947,0.1052632,0.25,0.2321429,0.1785714,0.1607143,0.1785714,0.1304348,0.115942,0.2173913,0.2608696,0.2753623,0.1325301,0.1325301,0.2289157,0.313253,0.1927711,0.0798611,0.1979167,0.1944444,0.2395833,0.2881944,0.2256944,0.15625,0.2083333,0.2222222,0.1875
34115,Fairbanks,AK,9068,0.3036239,0.2144956,0.1714006,0.1498531,0.1606268,0.2119944,0.2057183,0.1910739,0.2001395,0.1910739,0.1806256,0.1831483,0.2083754,0.2068617,0.2209889,0.1226842,0.1642651,0.200494,0.2227254,0.2898312,0.1167121,0.1217075,0.1839237,0.2502271,0.3274296,0.1125937,0.1581385,0.2185708,0.267865,0.2428319,0.1683944,0.1702691,0.1934274,0.2141597,0.2537495
34201,Havre,MT,2555,0.4060031,0.2369668,0.1548183,0.1200632,0.0821485,0.2194357,0.2100313,0.208464,0.1943574,0.1677116,0.1472868,0.1736434,0.2031008,0.255814,0.220155,0.0962801,0.1356674,0.2341357,0.2625821,0.2713348,0.1098901,0.1098901,0.2197802,0.2197802,0.3406594,0.2477495,0.2497065,0.2524462,0.178865,0.0712329,0.2176125,0.1870842,0.1992172,0.2054795,0.1906067
34202,Shelby,MT,2636,0.4893112,0.2173397,0.1543943,0.0914489,0.0475059,0.2544952,0.2060858,0.2185339,0.1590595,0.1618257,0.1746881,0.197861,0.2067736,0.2192513,0.201426,0.1105121,0.1886792,0.1859838,0.277628,0.2371968,0.1151079,0.1438849,0.2158273,0.2446043,0.2805755,0.3194234,0.2742792,0.2128225,0.1407436,0.0527314,0.2849014,0.2022003,0.1908194,0.1714719,0.150607
34203,Great Falls,MT,8109,0.3069236,0.2326909,0.2105639,0.1534618,0.0963597,0.1731662,0.22052,0.2233055,0.2065924,0.176416,0.1330816,0.1854648,0.2312412,0.2317131,0.2184993,0.1023018,0.1496164,0.2250639,0.25,0.2730179,0.1056257,0.1549943,0.1986223,0.2342135,0.3065442,0.172771,0.2656308,0.2613146,0.1928721,0.1074115,0.1648785,0.1927488,0.2208657,0.2153163,0.2061906
34204,Lewistown,MT,1195,0.2238806,0.2014925,0.2126866,0.1902985,0.1716418,0.1268011,0.1988473,0.2276657,0.2680115,0.1786744,0.104918,0.1737705,0.2098361,0.2491803,0.2622951,0.1011236,0.1516854,0.1741573,0.2359551,0.3370787,0.0808081,0.1212121,0.2424242,0.2121212,0.3434343,0.2238931,0.2898914,0.2548037,0.1487051,0.0827068,0.1353384,0.1796157,0.2130326,0.2364244,0.235589
34301,Cody,WY,3535,0.1809045,0.2194305,0.2110553,0.241206,0.1474037,0.129743,0.1774786,0.2276622,0.2631579,0.2019584,0.1089613,0.1496945,0.200611,0.2678208,0.2729124,0.0924933,0.152815,0.2024129,0.2613941,0.2908847,0.1094148,0.0941476,0.1832061,0.2264631,0.3867685,0.1688826,0.2311174,0.2777935,0.2110325,0.111174,0.1224894,0.1623762,0.2070721,0.2562942,0.251768
34302,Worland,WY,1313,0.2462312,0.2261306,0.1758794,0.2211055,0.1306533,0.1473684,0.2280702,0.1157895,0.2421053,0.2666667,0.0949868,0.1583114,0.1820581,0.2216359,0.3430079,0.0936556,0.1510574,0.1540785,0.2688822,0.3323263,0.1229508,0.0737705,0.0983607,0.2540984,0.4508197,0.1512158,0.2165654,0.2879939,0.2515198,0.0927052,0.131459,0.1740122,0.1519757,0.2408815,0.3016717
34303,Riverton,WY,3641,0.3522356,0.2246456,0.1679389,0.1308615,0.1243184,0.2280502,0.1927024,0.1812999,0.1915621,0.2063854,0.1294643,0.1584821,0.203125,0.2421875,0.2667411,0.1020093,0.1267388,0.1885626,0.2411128,0.3415765,0.0986842,0.1480263,0.1710526,0.2467105,0.3355263,0.2518539,0.2408679,0.2460862,0.1776984,0.0834935,0.2018676,0.1768745,0.1837407,0.2021423,0.2353749
34304,Sheridan,WY,4203,0.3657262,0.2173459,0.1661442,0.1462905,0.1044932,0.2497503,0.1808192,0.1858142,0.2107892,0.1728272,0.1658084,0.1637487,0.1905252,0.2255407,0.2543769,0.1109741,0.135635,0.2108508,0.2601726,0.2823674,0.1231102,0.1447084,0.1706264,0.2095032,0.3520518,0.2276945,0.2381632,0.2310255,0.1929574,0.1101594,0.2160362,0.1724958,0.1855817,0.2088984,0.2169879
34305,Miles City,MT,1195,0.1912351,0.247012,0.1952191,0.187251,0.1792829,0.1287129,0.1782178,0.2112211,0.2673267,0.2145215,0.1013986,0.2202797,0.2097902,0.2027972,0.2657343,0.0867769,0.1198347,0.1735537,0.3057851,0.3140496,0.0619469,0.1504425,0.1946903,0.2212389,0.3716814,0.2100418,0.2535565,0.2393305,0.2025105,0.0945607,0.1205021,0.1882845,0.1983264,0.2384937,0.2543933
34306,Jordan,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34307,Colstrip,MT,1413,0.4111111,0.2,0.1916667,0.1083333,0.0888889,0.2537764,0.2175227,0.2054381,0.1873112,0.1359517,0.2152778,0.1875,0.1493056,0.1979167,0.25,0.1008902,0.1305638,0.2225519,0.2551929,0.2908012,0.1122449,0.0612245,0.2142857,0.2346939,0.377551,0.2545969,0.2340877,0.2036775,0.238331,0.0693069,0.2397454,0.175389,0.195191,0.188826,0.2008487
34308,Billings,MT,12538,0.2644348,0.2343523,0.1979621,0.1727317,0.1305192,0.1748759,0.1989309,0.2237495,0.2134402,0.1890034,0.1313707,0.1804368,0.220956,0.2396328,0.2276037,0.104918,0.1533698,0.2040073,0.252459,0.2852459,0.1069601,0.1366428,0.1791198,0.2405322,0.3367451,0.1643803,0.208885,0.251954,0.2189344,0.1558462,0.1527357,0.1804115,0.2075291,0.2261126,0.233211
34309,Harlowton,MT,330,0.1333333,0.1714286,0.2380952,0.2571429,0.2,0.1770833,0.1770833,0.1875,0.3020833,0.15625,0.0757576,0.2121212,0.1818182,0.2727273,0.2575758,0.0888889,0.1777778,0.1777778,0.2888889,0.2666667,0.0909091,0.0909091,0.2272727,0.1818182,0.4090909,0.3143713,0.2874252,0.1976048,0.1347305,0.0658683,0.1257485,0.1766467,0.2035928,0.2724551,0.2215569
34401,Dillon,MT,808,0.2402597,0.2012987,0.2337662,0.2077922,0.1168831,0.1421569,0.2254902,0.2156863,0.2303922,0.1862745,0.1527094,0.182266,0.2364532,0.2413793,0.1871921,0.1137725,0.1437126,0.2095808,0.245509,0.2874252,0.1375,0.1625,0.175,0.2875,0.2375,0.1905941,0.2524753,0.2512376,0.2066832,0.0990099,0.1571782,0.1868812,0.2190594,0.2376238,0.1992574
34402,Bozeman,MT,6682,0.25,0.244186,0.2228682,0.1569767,0.125969,0.1707317,0.2041078,0.232991,0.2207959,0.1713736,0.147468,0.1936561,0.2342793,0.2220367,0.2025598,0.1314828,0.1607012,0.2184076,0.2585829,0.2308254,0.1360691,0.1382289,0.1900648,0.224622,0.3110151,0.1544448,0.2331637,0.2689314,0.2048788,0.1385813,0.1638731,0.1894642,0.2228375,0.2195451,0.2042802
34403,Helena,MT,6296,0.2955771,0.2405609,0.1995685,0.1445523,0.1197411,0.1863208,0.2091195,0.2389937,0.2303459,0.1352201,0.1427722,0.1986912,0.2337894,0.2373587,0.1873885,0.1013245,0.1649007,0.221192,0.2529801,0.2596026,0.1214128,0.1368653,0.1975717,0.2604856,0.2836645,0.1472363,0.202033,0.2669949,0.2398348,0.1439009,0.1610546,0.1899619,0.2215693,0.229352,0.1980623
34404,Butte-Silver Bow,MT,4226,0.2828054,0.2545249,0.209276,0.1640272,0.0893665,0.154386,0.2327485,0.2116959,0.2105263,0.1906433,0.1332703,0.1852552,0.2145558,0.2183365,0.2485822,0.1015801,0.1478555,0.2088036,0.2437923,0.2979684,0.1086556,0.1123389,0.1878453,0.2449355,0.3462247,0.2091813,0.202319,0.2503549,0.2096545,0.1284903,0.1590156,0.1921439,0.2082347,0.2141505,0.2264553
34501,Bonners Ferry,ID,949,0.2974138,0.2155172,0.2198276,0.1681034,0.0991379,0.1519435,0.2190813,0.2367491,0.2614841,0.130742,0.1595331,0.2256809,0.1984436,0.2529183,0.1634241,0.1140351,0.1754386,0.2192982,0.2368421,0.254386,0.1060606,0.1212121,0.2727273,0.2575758,0.2424242,0.2436975,0.2972689,0.269958,0.1197479,0.0693277,0.1817227,0.2079832,0.2226891,0.2331933,0.1544118
34502,Libby,MT,1827,0.2605211,0.2084168,0.2084168,0.1923848,0.1302605,0.1756757,0.2027027,0.2606178,0.2142857,0.1467181,0.1835443,0.1729958,0.2151899,0.206751,0.221519,0.1532567,0.1226054,0.1877395,0.2490421,0.2873563,0.1066667,0.1333333,0.16,0.3333333,0.2666667,0.2731254,0.2835249,0.2594417,0.1428571,0.0410509,0.194855,0.182266,0.2200328,0.2162014,0.1866448
34503,Kalispell,MT,10210,0.2706311,0.2532362,0.2002427,0.1650485,0.1108414,0.2144281,0.217218,0.2156238,0.2048625,0.1478677,0.1401945,0.2228525,0.226094,0.2200162,0.1908428,0.1237933,0.1794435,0.205565,0.2555366,0.2356616,0.14,0.156,0.193,0.246,0.265,0.2421156,0.2457395,0.2417238,0.172478,0.0979432,0.1871694,0.2147894,0.2104799,0.2116552,0.175906
34504,Missoula,MT,10566,0.277214,0.251845,0.2001845,0.1651292,0.1056273,0.1927363,0.2249278,0.2290549,0.2080066,0.1452745,0.1581489,0.2100604,0.2325956,0.2181087,0.1810865,0.1319578,0.1833013,0.2106526,0.2408829,0.2332054,0.1344239,0.1465149,0.2119488,0.242532,0.2645804,0.2051864,0.2293205,0.2351883,0.1972364,0.1330683,0.1821882,0.2083097,0.2180579,0.2126633,0.178781
34601,Gillette,WY,5203,0.2269503,0.179078,0.1755319,0.1542553,0.2641844,0.1557923,0.1438083,0.1611185,0.2370173,0.3022636,0.1004942,0.1408567,0.1474465,0.2397035,0.3714992,0.0845741,0.1143538,0.1494937,0.2197737,0.4318047,0.0974874,0.0994975,0.1386935,0.201005,0.4633166,0.108399,0.1443398,0.2333269,0.3226984,0.1912358,0.1164713,0.1289641,0.1514511,0.2162214,0.3868922
34602,Rawlins,WY,1515,0.2716049,0.2016461,0.1769547,0.1563786,0.1934156,0.1795775,0.1866197,0.1725352,0.2288732,0.2323944,0.1519608,0.1715686,0.1862745,0.2377451,0.252451,0.0872818,0.1396509,0.1970075,0.2269327,0.3491272,0.0726257,0.122905,0.150838,0.2402235,0.4134078,0.160396,0.1874587,0.2693069,0.2646865,0.1181518,0.149835,0.1650165,0.1808581,0.220462,0.2838284
34603,Casper,WY,7341,0.2466189,0.2132061,0.1917263,0.1821798,0.1662689,0.1612466,0.1890244,0.1829268,0.2100271,0.2567751,0.1160158,0.1544992,0.1935484,0.2422184,0.2937182,0.0856974,0.1199764,0.179078,0.2358156,0.3794326,0.0948651,0.1105309,0.1610096,0.2149695,0.4186249,0.1712301,0.2010625,0.2407029,0.2304863,0.1565182,0.1371748,0.1566544,0.1826727,0.2197248,0.3037733
34604,Lusk,WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34701,Honolulu,HI,58195,0.2852187,0.2185297,0.2240125,0.1669464,0.1052926,0.2136904,0.2081656,0.2386928,0.2043262,0.135125,0.1758224,0.1874849,0.2515081,0.2203008,0.1648838,0.1427913,0.1649128,0.2395729,0.2412628,0.2114602,0.1281328,0.1317133,0.2037023,0.245753,0.2906986,0.1535699,0.1835037,0.2136438,0.2237134,0.2255692,0.1814245,0.1784174,0.2314804,0.2196065,0.1890712
34702,Kapaa,HI,4699,0.3256351,0.2066975,0.1893764,0.1789838,0.0993072,0.2317403,0.2164112,0.2524797,0.1875564,0.1118124,0.1562232,0.1793991,0.2403433,0.2412017,0.1828326,0.1154239,0.1777324,0.2502554,0.2574055,0.1991828,0.1293103,0.1568965,0.1931034,0.2655172,0.2551724,0.1842945,0.2360077,0.2479251,0.2083422,0.1234305,0.1934454,0.1900404,0.2300489,0.2234518,0.1630134
34703,Kahului,HI,9217,0.3426966,0.2109863,0.1910112,0.170412,0.0848939,0.2517951,0.2015318,0.2436572,0.1972236,0.1057922,0.2097729,0.1860809,0.2324778,0.2221125,0.1495558,0.1461187,0.16621,0.263927,0.2415525,0.1821918,0.1419847,0.1557252,0.2267176,0.2366412,0.2389313,0.1738093,0.2266464,0.2198112,0.2376044,0.1421287,0.2176413,0.1848758,0.2344581,0.2141695,0.1488554
34801,Las Vegas,NM,4044,0.3065057,0.2729712,0.2092555,0.1254192,0.0858484,0.2345779,0.2418831,0.2118506,0.1801948,0.1314935,0.1756757,0.2472973,0.2378378,0.2148649,0.1243243,0.138756,0.1602871,0.2535885,0.2416268,0.2057416,0.1533742,0.1595092,0.190184,0.190184,0.3067485,0.3686944,0.3046489,0.1829871,0.103363,0.0403066,0.2371414,0.2425816,0.21909,0.1730959,0.128091
34802,Santa Fe,NM,16814,0.3543824,0.2432432,0.197272,0.124779,0.0803233,0.2692007,0.2225983,0.2353554,0.1668836,0.105962,0.1941415,0.2009972,0.2343409,0.2134621,0.1570583,0.1894378,0.1778535,0.2252129,0.2054514,0.2020443,0.1620209,0.1599303,0.2006969,0.225784,0.2515679,0.2354586,0.2284406,0.1908529,0.1745569,0.1706911,0.2427144,0.2048293,0.2185084,0.1826454,0.1513025
34803,Tucumcari,NM,955,0.3342697,0.258427,0.2022472,0.1320225,0.0730337,0.2033195,0.1784232,0.2033195,0.2157676,0.1991701,0.177665,0.1878173,0.2182741,0.2436548,0.1725888,0.1165049,0.2427184,0.184466,0.2427184,0.2135922,0.0784314,0.1764706,0.3529412,0.1568628,0.2352941,0.3755274,0.2542194,0.2078059,0.1086498,0.0537975,0.2310127,0.2172996,0.2120253,0.1898734,0.149789
34804,Clayton,NM,416,0.2446043,0.2230216,0.2374101,0.1726619,0.1223022,0.1842105,0.2368421,0.2894737,0.1491228,0.1403509,0.1047619,0.1619048,0.2190476,0.2285714,0.2857143,0.05,0.175,0.2,0.3,0.275,0.0526316,0.1052632,0.1052632,0.1578947,0.5789474,0.3333333,0.2733813,0.2517986,0.0959233,0.0455635,0.1654676,0.2014388,0.2374101,0.1918465,0.2038369
34805,Alamosa,CO,4028,0.2928302,0.2445283,0.2022641,0.1615094,0.0988679,0.1828829,0.2288288,0.2297297,0.2234234,0.1351351,0.1330109,0.1850061,0.2406288,0.2394196,0.2019347,0.110664,0.1730382,0.2193159,0.2716298,0.2253521,0.1152416,0.1115242,0.1821561,0.2639405,0.3271376,0.3289474,0.275571,0.2053128,0.1233863,0.0667825,0.1953823,0.210278,0.2184707,0.214995,0.1608739
34901,Albuquerque,NM,56838,0.3583948,0.2545801,0.1982711,0.1227695,0.0659846,0.2662717,0.2378672,0.2265866,0.1709138,0.0983607,0.2042888,0.2100656,0.2354486,0.1993873,0.1508096,0.1611746,0.1789255,0.2212256,0.2322727,0.2064017,0.1394197,0.1489233,0.1881508,0.2315236,0.2919826,0.221841,0.2167916,0.2010099,0.1863366,0.1740209,0.2325909,0.2095253,0.2143988,0.1879376,0.1555474
34902,Socorro,NM,1558,0.3289902,0.2638437,0.2361563,0.1188925,0.0521173,0.2406542,0.2546729,0.2102804,0.1915888,0.1028037,0.1947566,0.1910112,0.1910112,0.2696629,0.153558,0.1420118,0.1715976,0.2840237,0.1538462,0.2485207,0.15,0.1375,0.2125,0.175,0.325,0.394095,0.2747112,0.1713736,0.1084724,0.0513479,0.2522465,0.2323492,0.2252888,0.1713736,0.118742
35001,Phoenix,AZ,208317,0.3366083,0.24962,0.2021846,0.1363099,0.0752773,0.2581873,0.2210685,0.2346709,0.1738242,0.1122492,0.2008686,0.1931531,0.2331133,0.2161054,0.1567595,0.1554018,0.1648657,0.2271347,0.2422252,0.2103727,0.1327574,0.1333376,0.1897456,0.2454659,0.2986935,0.170519,0.2043328,0.1978523,0.2039056,0.2233903,0.2112406,0.1893556,0.2172506,0.2057441,0.176409
35002,Safford,AZ,3593,0.3411215,0.2087227,0.1884735,0.1510903,0.1105919,0.2621621,0.177027,0.2027027,0.2202703,0.1378378,0.1657941,0.1666667,0.1815009,0.2521815,0.2338569,0.1210654,0.1283293,0.1864407,0.2845036,0.279661,0.1297071,0.125523,0.1506276,0.292887,0.3012552,0.1786808,0.205956,0.3189535,0.2298914,0.0665182,0.2042861,0.1647648,0.1861954,0.2376844,0.2070693
35100,Tucson,AZ,67786,0.3242623,0.2777388,0.2027277,0.1247212,0.07055,0.2547347,0.2469136,0.2237089,0.16741,0.1072329,0.2024724,0.2072217,0.2366252,0.1968152,0.1568655,0.1544563,0.1840556,0.2248569,0.2316435,0.2049877,0.1442041,0.1530369,0.1885669,0.2332275,0.2809647,0.2314785,0.228233,0.2112236,0.1804207,0.1486443,0.2252678,0.22037,0.2165639,0.185112,0.1526864
35201,Grand Junction,CO,14898,0.2758863,0.2165672,0.1919972,0.1691822,0.1463671,0.1937757,0.2011157,0.2181444,0.2005285,0.1864357,0.1433566,0.1767079,0.204142,0.2412587,0.2345347,0.1191275,0.1536913,0.1993289,0.2560403,0.2718121,0.1182519,0.1203085,0.1892031,0.2447301,0.3275064,0.1912337,0.2286213,0.2495637,0.2000269,0.1305544,0.1721036,0.1779433,0.2021077,0.2215734,0.226272
35202,Gunnison,CO,797,0.238938,0.159292,0.2920354,0.2035398,0.1061947,0.1758242,0.2142857,0.2582418,0.2087912,0.1428571,0.1458333,0.1979167,0.171875,0.234375,0.25,0.0718954,0.1372549,0.2287582,0.2614379,0.3006536,0.133758,0.1401274,0.2420382,0.2356688,0.2484076,0.1417817,0.2283563,0.2409034,0.1919699,0.1969887,0.1493099,0.1731493,0.2333752,0.229611,0.2145546
35300,Farmington,NM,16868,0.3776356,0.238806,0.1736555,0.1184553,0.0914475,0.2507145,0.2146012,0.2070668,0.1748506,0.152767,0.202046,0.1935209,0.1881216,0.2097187,0.2065928,0.1685561,0.1703461,0.1924224,0.2234487,0.2452267,0.1468604,0.1473793,0.1811105,0.2195122,0.3051375,0.2502371,0.2281835,0.2086199,0.1987195,0.11424,0.2441309,0.1997866,0.1888783,0.1827721,0.1844321
35401,Flagstaff,AZ,20921,0.324066,0.2445699,0.1922242,0.157689,0.0814509,0.2563492,0.2333333,0.214881,0.1765873,0.1188492,0.19451,0.2054471,0.2279648,0.2037315,0.1683466,0.1518416,0.1804059,0.2144826,0.2365322,0.2167377,0.1326725,0.1593595,0.200915,0.2367518,0.2703012,0.220066,0.2409063,0.2228861,0.1907653,0.1253764,0.2220257,0.2102194,0.2109842,0.1974571,0.1593136
35402,Cortez,CO,3325,0.2735043,0.2421652,0.2179487,0.1396011,0.1267806,0.2090069,0.1720554,0.2528868,0.2090069,0.1570439,0.137163,0.1817116,0.1946073,0.2684642,0.2180539,0.1214953,0.1697819,0.2274143,0.241433,0.2398754,0.1450382,0.148855,0.1984733,0.2251908,0.2824427,0.2111278,0.2604511,0.2565413,0.1930827,0.078797,0.1822556,0.1870677,0.2213534,0.2171429,0.1921805
35500,Gallup,AZ,27388,0.4407321,0.2641875,0.1659888,0.0880302,0.0410614,0.3519807,0.252409,0.1992773,0.1292827,0.0670503,0.2868233,0.2318693,0.2143003,0.162002,0.1050051,0.2097839,0.2043817,0.2106843,0.2031813,0.1719688,0.1804842,0.1430668,0.2311078,0.219369,0.2259721,0.3770264,0.2728202,0.1787279,0.1216591,0.0497663,0.3479626,0.2418943,0.1923835,0.133051,0.0847086
35600,Hilo,HI,11574,0.348199,0.2240137,0.2113208,0.148199,0.0682676,0.2509266,0.2246108,0.2386953,0.1797628,0.1060044,0.1968379,0.2090909,0.2486166,0.2130435,0.1324111,0.1773283,0.1754469,0.2318909,0.2318909,0.1834431,0.159387,0.1517241,0.1938697,0.2383142,0.256705,0.2518576,0.2331087,0.2185934,0.1836876,0.1127527,0.2397615,0.2038189,0.2276655,0.1952652,0.1334888
35701,Twin Falls,ID,10618,0.2763228,0.2394442,0.2239444,0.1731694,0.0871192,0.1732456,0.2043129,0.252924,0.2291667,0.1403509,0.1385479,0.188355,0.236759,0.2560505,0.1802876,0.1231343,0.1673774,0.2132196,0.2766525,0.2196162,0.1285047,0.1409657,0.1939252,0.2655763,0.271028,0.1762102,0.2576756,0.2685063,0.1766811,0.1209267,0.1678282,0.1920324,0.2293276,0.2393106,0.1715012
35702,Burley,ID,4688,0.2290363,0.2252816,0.2202753,0.2115144,0.1138924,0.1612654,0.2006173,0.2584876,0.2445988,0.1350309,0.1053391,0.1500722,0.2344877,0.2972583,0.2128427,0.0693717,0.1282723,0.2434555,0.3075916,0.2513089,0.0835214,0.1038375,0.1828442,0.3182844,0.3115124,0.1704352,0.2764505,0.2956485,0.1629693,0.0944966,0.133959,0.168942,0.2352816,0.2717577,0.1900597
35801,Boise City,ID,39191,0.3051103,0.2445785,0.2155384,0.1608523,0.0739204,0.2130264,0.2361655,0.2406954,0.2012733,0.1088394,0.1705725,0.2033173,0.2517924,0.2218299,0.152488,0.1296318,0.1735393,0.2387037,0.2586828,0.1994424,0.123487,0.1483389,0.2058975,0.2528972,0.2693793,0.1353117,0.2084152,0.2384476,0.2196678,0.1981577,0.1793014,0.1983108,0.2326044,0.2235462,0.1662371
35802,Ontario,OR,5165,0.2891958,0.261576,0.2193339,0.1454102,0.0844842,0.2026627,0.2292899,0.2440828,0.206361,0.1176035,0.1436211,0.1871658,0.2391138,0.2673797,0.1627196,0.1063584,0.1526012,0.2219653,0.2739884,0.2450867,0.1127451,0.1593137,0.2156863,0.252451,0.2598039,0.238335,0.2617618,0.2534366,0.1674734,0.0789932,0.185092,0.207938,0.2309777,0.2222652,0.153727
35803,McCall,ID,1157,0.2906977,0.2364341,0.1782946,0.1705426,0.124031,0.215625,0.234375,0.215625,0.221875,0.1125,0.1746575,0.1986301,0.2363014,0.2157534,0.1746575,0.109375,0.1875,0.2395833,0.2447917,0.21875,0.1789474,0.2,0.1473684,0.1368421,0.3368421,0.2229905,0.2765774,0.2523768,0.1659464,0.0821089,0.2013829,0.2152117,0.2108902,0.2057044,0.1668107
